passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Despite the large number of philosophical schools and subtle nuances between many, all philosophies are said to fall into one of two primary categories, which are defined in contrast to each other: Idealism, and materialism.[a] The basic proposition of these two categories pertains to the nature of reality, and the primary distinction between them is the way they answer two fundamental questions: ""what does reality consist of?"" and ""how does it originate?"" To idealists, spirit or mind or the objects of mind (ideas) are primary, and matter secondary. To materialists, matter is primary, and mind or spirit or ideas are secondary, the product of matter acting upon matter.",265,How many primary categories do all philosophies fall into?,one,two,craps.n.01,couple.n.04,2,"ብዘየገድስ እቲ ገዚፍ ቑጽሪ ካብ philosophical schools እና ሕቡእ nuances አብ መንጎ ,ቡዙሕ ኩሎም philosophies እዮም ኢሉ ናብ ምውዳቅ ናብ ውሽጢ ሓደ ካብ ክልተ ቀዳማይ ,categories አየናይ እዮም defined አብ ውሽጢ ኣወዳደረ ናብ ሕድሕድ :ካልእ ,Idealism እና .[]materialism.[a እቲ መሰረታዊ proposition ካብ እዚ ክልተ categories pertains ናብ እቲ ተፈጥሮ ካብ ,ክውንነት እና እቲ ቀዳማይ distinction አብ መንጎ ንሶም እዩ እቲ መንገዲ ንሶም መልሲ ክልተ መሰረታዊ :questions ""እንታይ ምግባር ክውንነት ዝሓዘ ?""ካብ እና ""ከመይ ምግባር እቲ ነገር ?""originate ናብ ,idealists መንፈስ ወይ ሓንጎል ወይ እቲ objects ካብ ሓንጎል ()ideas እዮም ,ቀዳማይ እና ነገር .secondary ናብ ,materialists ነገር እዩ ,ቀዳማይ እና ሓንጎል ወይ መንፈስ ወይ ideas እዮም ,secondary እቲ ፍርያት ካብ ነገር acting ኣብ ግዘ .ነገር",ከመይ ቡዙሕ ቀዳማይ categories ግበር ኩሎም philosophies ምውዳቅ ?ናብ ውሽጢ,ሓደ,ክልተ,..craps.n.01,..couple.n.04
"The company originated in 1911 as the Computing-Tabulating-Recording Company (CTR) through the consolidation of The Tabulating Machine Company, the International Time Recording Company, the Computing Scale Company and the Bundy Manufacturing Company. CTR was renamed ""International Business Machines"" in 1924, a name which Thomas J. Watson first used for a CTR Canadian subsidiary. The initialism IBM followed. Securities analysts nicknamed the company Big Blue for its size and common use of the color in products, packaging and its logo.",266,In what year did IBM create it's name?,Big Blue,International Business Machines,1911,the Computing Scale Company,3,"እቲ ድርጅት originated አብ ውሽጢ 1911 ከም እቲ --Computing-Tabulating-Recording ድርጅት ()CTR ብውሽጢ እቲ consolidation ካብ እቲ Tabulating ማሽን ,ድርጅት እቲ ዓለም ለኻዊ ግዜ Recording ,ድርጅት እቲ Computing መለክዒ ድርጅት እና እቲ Bundy Manufacturing .ድርጅት CTR ኔሩ renamed ""ዓለም ለኻዊ ስራሕቲ ንግዲ ""Machines አብ ውሽጢ ,1924 ሓደ ሽም አየናይ Thomas .J Watson መጀመርታ ዘገልገለ ን ሓደ CTR Canadian .subsidiary እቲ initialism IBM .followed Securities analysts nicknamed እቲ ድርጅት ዓብይ ሰማያዊ ን ናቱ ግዝፊ እና ልሙድ ጥቅሚ ካብ እቲ ሕብሪ አብ ውሽጢ ,products packaging እና ናቱ .logo",አብ ውሽጢ እንታይ ዓመት ግቡር IBM ፍጠር 'እዩ ?ሽም,ዓብይ ሰማያዊ,ዓለም ለኻዊ ስራሕቲ ንግዲ Machines,1911,እቲ Computing መለክዒ ድርጅት
"Plymouth's early history extends to the Bronze Age, when a first settlement emerged at Mount Batten. This settlement continued as a trading post for the Roman Empire, until it was surpassed by the more prosperous village of Sutton, now called Plymouth. In 1620, the Pilgrim Fathers departed Plymouth for the New World and established Plymouth Colony – the second English settlement in what is now the United States of America. During the English Civil War the town was held by the Parliamentarians and was besieged between 1642 and 1646.",267,What was the second English settlement in what is now the United States of America?,Plymouth Colony,Sutton,first,Mount Batten,1,"'Plymouth's ብግዘ ታሪኽ extends ናብ እቲ Bronze ,ዕድመ መዓዝ ሓደ መጀመርታ settlement emerged ኣብ Mount .Batten እዚ settlement continued ከም ሓደ trading ለጥፍ ን እቲ Roman ,Empire ክሳብ እቲ ነገር ኔሩ surpassed ብ እቲ ቡዙሕ ብልፁግ ገጠር ካብ ,Sutton ሕዚ ዝተፀወዐ .Plymouth አብ ውሽጢ ,1620 እቲ Pilgrim Fathers departed Plymouth ን እቲ ሓድሽ ዓለም እና ዝተመስረተ Plymouth Colony – እቲ ካልኣይ ኢንግሊሽ settlement አብ ውሽጢ እንታይ እዩ ሕዚ እቲ United States ካብ .America አብ እዋን እቲ ኢንግሊሽ Civil ውግእ እቲ ንእሽተይ ከተማ ኔሩ ተገይሩ ብ እቲ Parliamentarians እና ኔሩ besieged አብ መንጎ 1642 እና .1646",እንታይ ኔሩ እቲ ካልኣይ ኢንግሊሽ settlement አብ ውሽጢ እንታይ እዩ ሕዚ እቲ United States ካብ ?America,Plymouth Colony,Sutton,መጀመርታ,Mount Batten
"Arsenal was the first club from the south of England to join The Football League, in 1893. They entered the First Division in 1904, and have since accumulated the second most points. Relegated only once, in 1913, they continue the longest streak in the top division. In the 1930s, Arsenal won five League Championships and two FA Cups, and another FA Cup and two Championships after the war. In 1970–71, they won their first League and FA Cup Double. Between 1988 and 2005, they won five League titles and five FA Cups, including two more Doubles. They completed the 20th century with the highest average league position.",268,What was the first club from south England to join the Football League?,the 1930s,five,Between 1988 and 2005,Arsenal,4,"Arsenal ኔሩ እቲ መጀመርታ club ካብ እቲ ደቡብ ካብ England ናብ ተሓወስ እቲ እግሪ ኩዕሶ ,League አብ ውሽጢ .1893 ንሶም entered እቲ መጀመርታ Division አብ ውሽጢ ,1904 እና ኣለኒ ካብ accumulated እቲ ካልኣይ ብጥዕሚ .points Relegated ጥራሕ ,ሓንሳዕ አብ ውሽጢ ,1913 ንሶም ቀፃሊ እቲ longest ውሕሉል አብ ውሽጢ እቲ ላዕለዋይ .division አብ ውሽጢ እቲ ,1930s Arsenal ተዓወተ ሓሙሽተ League Championships እና ክልተ FA ,Cups እና ካልእ FA ኩባያ እና ክልተ Championships ድሕሪ እቲ .ውግእ አብ ውሽጢ ,1970–71 ንሶም ተዓወተ ናቶም መጀመርታ League እና FA ኩባያ .ዕፅፊ አብ መንጎ 1988 እና ,2005 ንሶም ተዓወተ ሓሙሽተ League titles እና ሓሙሽተ FA ,Cups ይሓውስ ክልተ ቡዙሕ .Doubles ንሶም completed እቲ 20th ዘመን ምስ እቲ highest ማእኸላይ league .ቦታ",እንታይ ኔሩ እቲ መጀመርታ club ካብ ደቡብ England ናብ ተሓወስ እቲ እግሪ ኩዕሶ ?League,እቲ 1930s,ሓሙሽተ,አብ መንጎ 1988 እና 2005,Arsenal
"In 2004, SME and Bertelsmann Music Group merged as Sony BMG Music Entertainment. When Sony acquired BMG's half of the conglomerate in 2008, Sony BMG reverted to the SME name. The buyout led to the dissolution of BMG, which then relaunched as BMG Rights Management. Out of the ""Big Three"" record companies, with Universal Music Group being the largest and Warner Music Group, SME is middle-sized.",269,In what year did SME and Bertelsmann Music Group merge?,Bertelsmann Music Group,SME,2004,BMG Rights Management,3,"አብ ውሽጢ ,2004 SME እና Bertelsmann ሙዚቃ ጉጅለ merged ከም Sony BMG ሙዚቃ .ምዝንጋዕ መዓዝ Sony ዝተዓደገ 'BMG's ፍርቂ ካብ እቲ conglomerate አብ ውሽጢ ,2008 Sony BMG reverted ናብ እቲ SME .ሽም እቲ buyout መረሐ ናብ እቲ dissolution ካብ ,BMG አየናይ ሽዑ relaunched ከም BMG Rights .ምሕደራ ደገ ካብ እቲ ""ዓብይ ""ሰለስተ ቅዳሕ ,companies ምስ Universal ሙዚቃ ጉጅለ ፍጥረት እቲ largest እና Warner ሙዚቃ ,ጉጅለ SME እዩ -.middle-sized",አብ ውሽጢ እንታይ ዓመት ግቡር SME እና Bertelsmann ሙዚቃ ጉጅለ ?merge,Bertelsmann ሙዚቃ ጉጅለ,SME,2004,BMG Rights ምሕደራ
"Realizing that war was imminent, Prussia preemptively struck Saxony and quickly overran it. The result caused uproar across Europe. Because of Prussia's alliance with Britain, Austria formed an alliance with France, seeing an opportunity to recapture Silesia, which had been lost in a previous war. Reluctantly, by following the imperial diet, most of the states of the empire joined Austria's cause. The Anglo-Prussian alliance was joined by smaller German states (especially Hanover). Sweden, fearing Prussia's expansionist tendencies, went to war in 1757 to protect its Baltic dominions, seeing its chance when virtually all of Europe opposed Prussia. Spain, bound by the Pacte de Famille, intervened on behalf of France and together they launched an utterly unsuccessful invasion of Portugal in 1762. The Russian Empire was originally aligned with Austria, fearing Prussia's ambition on the Polish-Lithuanian Commonwealth, but switched sides upon the succession of Tsar Peter III in 1762.",270,What country was hit first by Prussia and quickly overran?,1762,the Pacte de Famille,Saxony,Tsar Peter III,3,"Realizing እቲ ውግእ ኔሩ ,imminent Prussia preemptively ወቐዐ Saxony እና ብህጹጽ overran .እቲ ነገር እቲ ውፅኢት caused uproar ሰገር .Europe ምኽንያቱ ካብ 'Prussia's alliance ምስ ,Britain Austria formed ሓደ alliance ምስ ,France seeing ሓደ ዕድል ናብ recapture ,Silesia አየናይ ዝነበረ ዝነበረ ዝጠፈአ አብ ውሽጢ ሓደ ዝሓለፈ .ውግእ ,Reluctantly ብ ምኽታል እቲ imperial ,ኣመጋግባ ብጥዕሚ ካብ እቲ states ካብ እቲ empire joined 'Austria's .ጠንቂ እቲ -Anglo-Prussian alliance ኔሩ joined ብ smaller German states (ብፍላይ ).Hanover ,Sweden fearing 'Prussia's expansionist ,tendencies ኬዱ ናብ ውግእ አብ ውሽጢ 1757 ናብ ሓሉ ናቱ Baltic ,dominions seeing ናቱ ዕድል መዓዝ virtually ኩሎም ካብ Europe opposed .Prussia ,Spain ተኣሲሩ ብ እቲ Pacte de ,Famille intervened አብ ልዕሊ ክንዲ ካብ France እና ብሓባር ንሶም launched ሓደ utterly unsuccessful invasion ካብ Portugal አብ ውሽጢ .1762 እቲ Russian Empire ኔሩ originally aligned ምስ ,Austria fearing 'Prussia's ትንቢት አብ ልዕሊ እቲ -Polish-Lithuanian ,Commonwealth ግን switched sides ኣብ ግዘ እቲ succession ካብ Tsar Peter III አብ ውሽጢ .1762",እንታይ ሃገር ኔሩ በሎ መጀመርታ ብ Prussia እና ብህጹጽ ?overran,1762,እቲ Pacte de Famille,Saxony,Tsar Peter III
"During the Age of Discovery in the 15th and 16th centuries, Portugal and Spain pioneered European exploration of the globe, and in the process established large overseas empires. Envious of the great wealth these empires generated, England, France, and the Netherlands began to establish colonies and trade networks of their own in the Americas and Asia. A series of wars in the 17th and 18th centuries with the Netherlands and France left England (and then, following union between England and Scotland in 1707, Great Britain) the dominant colonial power in North America and India.",271,What period saw Portugal and Spain begin to explore the world?,the Age of Discovery,India,Spain,Netherlands,1,"አብ እዋን እቲ ዕድመ ካብ Discovery አብ ውሽጢ እቲ 15th እና 16th ,centuries Portugal እና Spain pioneered European exploration ካብ እቲ ,globe እና አብ ውሽጢ እቲ ከይዲ ዝተመስረተ ገዚፍ overseas .empires Envious ካብ እቲ ምዑዝ ሃፍቲ እዚ empires ,generated ,England ,France እና እቲ Netherlands ጀሚሩ ናብ መስርት colonies እና ንግዲ networks ካብ ናቶም ወንን አብ ውሽጢ እቲ Americas እና .Asia ሓደ ተኸታታሊ ካብ wars አብ ውሽጢ እቲ 17th እና 18th centuries ምስ እቲ Netherlands እና France ፀጋም England (እና ,ሽዑ ምኽታል union አብ መንጎ England እና Scotland አብ ውሽጢ ,1707 ምዑዝ )Britain እቲ ዓብላሊ colonial ሓይሊ አብ ውሽጢ ሰሜን America እና .ህንዲ",እንታይ ግዘ ሪኤ Portugal እና Spain ጀምር ናብ ዳህሰሳ እቲ ?ዓለም,እቲ ዕድመ ካብ Discovery,ህንዲ,Spain,Netherlands
"Grapes are a type of fruit that grow in clusters of 15 to 300, and can be crimson, black, dark blue, yellow, green, orange, and pink. ""White"" grapes are actually green in color, and are evolutionarily derived from the purple grape. Mutations in two regulatory genes of white grapes turn off production of anthocyanins, which are responsible for the color of purple grapes. Anthocyanins and other pigment chemicals of the larger family of polyphenols in purple grapes are responsible for the varying shades of purple in red wines. Grapes are typically an ellipsoid shape resembling a prolate spheroid.",272,How many grapes do they grow in a cluster?,—,15 to 300,—,two,2,"ወይን እዮም ሓደ ዓይነት ካብ ፍረ እቲ ዕበ አብ ውሽጢ clusters ካብ 15 ናብ ,300 እና ይኽእል ኩን ,crimson ,ፀሊም ፀልማት ,ሰማያዊ ,ብጫ ,ቆፅለዋይ ,ኣራንሺ እና .ሮዛ ሕብሪ """"ፃዕዳ ወይን እዮም ብሓቂ ቆፅለዋይ አብ ውሽጢ ,ሕብሪ እና እዮም evolutionarily derived ካብ እቲ ሊሊ .grape Mutations አብ ውሽጢ ክልተ regulatory genes ካብ ፃዕዳ ወይን ተጠወ ምጥፋእ ምህርቲ ካብ ,anthocyanins አየናይ እዮም ሓላፍነት ዝወስድ ን እቲ ሕብሪ ካብ ሊሊ .ወይን Anthocyanins እና ካልእ pigment chemicals ካብ እቲ larger ስድራ ካብ polyphenols አብ ውሽጢ ሊሊ ወይን እዮም ሓላፍነት ዝወስድ ን እቲ varying shades ካብ ሊሊ አብ ውሽጢ ቀይሕ .wines ወይን እዮም typically ሓደ ellipsoid ቅርፂ resembling ሓደ prolate .spheroid",ከመይ ቡዙሕ ወይን ግበር ንሶም ዕበ አብ ውሽጢ ሓደ ?ክላስተር,—,15 ናብ 300,—,ክልተ
"The English word scientist is relatively recent—first coined by William Whewell in the 19th century. Previously, people investigating nature called themselves natural philosophers. While empirical investigations of the natural world have been described since classical antiquity (for example, by Thales, Aristotle, and others), and scientific methods have been employed since the Middle Ages (for example, by Ibn al-Haytham, and Roger Bacon), the dawn of modern science is often traced back to the early modern period and in particular to the scientific revolution that took place in 16th- and 17th-century Europe. Scientific methods are considered to be so fundamental to modern science that some consider earlier inquiries into nature to be pre-scientific. Traditionally, historians of science have defined science sufficiently broadly to include those inquiries.",273,In what language is the term scientific etablised?,Roger Bacon,English,William Whewell,Thales,2,"እቲ ኢንግሊሽ ቃል ሳይንቲስት እዩ relatively recent—first coined ብ William Whewell አብ ውሽጢ እቲ 19th .ዘመን ,Previously ህዝቢ investigating ተፈጥሮ ዝተፀወዐ ባዕሎም ተፈጥራዊ .philosophers እስካብ empirical investigations ካብ እቲ ተፈጥራዊ ዓለም ኣለኒ ዝነበረ described ካብ classical antiquity (ን ,ኣብነት ብ ,Thales ,Aristotle እና ),others እና scientific methods ኣለኒ ዝነበረ employed ካብ እቲ ማእኸል Ages (ን ,ኣብነት ብ Ibn -,al-Haytham እና Roger ),Bacon እቲ dawn ካብ ዘበናዊ ሳይንስ እዩ ኩል ግዘ traced ዝባን ናብ እቲ ብግዘ ዘበናዊ ግዘ እና አብ ውሽጢ ብፍሉይ ናብ እቲ scientific ለውጢ እቲ ምውሳድ ቦታ አብ ውሽጢ -16th እና -17th-century .Europe Scientific methods እዮም ገምገመ ናብ ኩን ስለዚ መሰረታዊ ናብ ዘበናዊ ሳይንስ እቲ ንእሽተይ ሕሰበሉ ኣቕድም ኣቢሉ inquiries ናብ ውሽጢ ተፈጥሮ ናብ ኩን -.pre-scientific ,Traditionally historians ካብ ሳይንስ ኣለኒ defined ሳይንስ sufficiently broadly ናብ ይሓውስ እቲኦም .inquiries",አብ ውሽጢ እንታይ ቋንቋ እዩ እቲ ቃል scientific ?etablised,Roger Bacon,ኢንግሊሽ,William Whewell,Thales
"In 1636 George, Duke of Brunswick-Lüneburg, ruler of the Brunswick-Lüneburg principality of Calenberg, moved his residence to Hanover. The Dukes of Brunswick-Lüneburg were elevated by the Holy Roman Emperor to the rank of Prince-Elector in 1692, and this elevation was confirmed by the Imperial Diet in 1708. Thus the principality was upgraded to the Electorate of Brunswick-Lüneburg, colloquially known as the Electorate of Hanover after Calenberg's capital (see also: House of Hanover). Its electors would later become monarchs of Great Britain (and from 1801, of the United Kingdom of Great Britain and Ireland). The first of these was George I Louis, who acceded to the British throne in 1714. The last British monarch who ruled in Hanover was William IV. Semi-Salic law, which required succession by the male line if possible, forbade the accession of Queen Victoria in Hanover. As a male-line descendant of George I, Queen Victoria was herself a member of the House of Hanover. Her descendants, however, bore her husband's titular name of Saxe-Coburg-Gotha. Three kings of Great Britain, or the United Kingdom, were concurrently also Electoral Princes of Hanover.",274,What year did George move his residence to Hanover?,1636,Semi-Salic,"George I,","George, Duke",1,"አብ ውሽጢ 1636 ,George Duke ካብ -,Brunswick-Lüneburg መስመርያ ካብ እቲ -Brunswick-Lüneburg principality ካብ ,Calenberg moved ናቱ residence ናብ .Hanover እቲ Dukes ካብ -Brunswick-Lüneburg ኔሮም elevated ብ እቲ Holy Roman Emperor ናብ እቲ rank ካብ -Prince-Elector አብ ውሽጢ ,1692 እና እዚ elevation ኔሩ confirmed ብ እቲ Imperial ኣመጋግባ አብ ውሽጢ .1708 ስለዝኾነ እቲ principality ኔሩ upgraded ናብ እቲ Electorate ካብ -,Brunswick-Lüneburg colloquially ፍሉጥ ከም እቲ Electorate ካብ Hanover ድሕሪ 'Calenberg's ሃብቲ (ረአ :እውን ገዛ ካብ ).Hanover ናቱ electors ይኸውን ዳሕራይ ምዃን monarchs ካብ ምዑዝ Britain (እና ካብ ,1801 ካብ እቲ United Kingdom ካብ ምዑዝ Britain እና ).Ireland እቲ መጀመርታ ካብ እዚ ኔሩ George ኣነ ,Louis መን acceded ናብ እቲ British throne አብ ውሽጢ .1714 እቲ መጨረሻ British monarch መን ruled አብ ውሽጢ Hanover ኔሩ William .IV -Semi-Salic ,ሕጊ አየናይ ዘድሊ succession ብ እቲ ተባዕታይ መስመር እንተ ,ዝከኣል forbade እቲ accession ካብ ንግስቲ Victoria አብ ውሽጢ .Hanover ከም ሓደ -male-line descendant ካብ George ,ኣነ ንግስቲ Victoria ኔሩ herself ሓደ member ካብ እቲ ገዛ ካብ .Hanover ንሳ ,descendants ,ዋላኳ ተኾነ ደባሪ ንሳ 'husband's titular ሽም ካብ --.Saxe-Coburg-Gotha ሰለስተ kings ካብ ምዑዝ ,Britain ወይ እቲ United ,Kingdom ኔሮም concurrently እውን Electoral Princes ካብ .Hanover",እንታይ ዓመት ግቡር George ምንቅስቓስ ናቱ residence ናብ ?Hanover,1636,-Semi-Salic,"George ,ኣነ",",George Duke"
"Under the leadership of Vladimir Lenin, the Bolsheviks established the Soviet state on 7 November [O.S. 25 October] 1917, immediately after the Russian Provisional Government, which governed the Russian Republic, was overthrown during the October Revolution. Initially, the state did not have an official name and wasn't recognized by neighboring countries for five months. Meanwhile, anti-Bolsheviks coined the mocking label ""Sovdepia"" for the nascent state of the ""Soviets of Workers' and Peasants' Deputies"".",275,When was the Soviet State established?,the Russian Republic,1917,five months,Sovdepia,2,"ትሕቲ እቲ leadership ካብ Vladimir ,Lenin እቲ Bolsheviks ዝተመስረተ እቲ Soviet ግዝኣት አብ ልዕሊ 7 ሕዳር [..O.S 25 ]ጥቅምቲ ,1917 ብቀጥታ ድሕሪ እቲ Russian Provisional ,መንግስቲ አየናይ governed እቲ Russian ,Republic ኔሩ overthrown አብ እዋን እቲ ጥቅምቲ .ለውጢ ,Initially እቲ ግዝኣት ግቡር ዘይኮነ ኣለኒ ሓደ ዘፍለጠ ሽም እና 'wasn't recognized ብ neighboring countries ን ሓሙሽተ .months ,ክሳብ ሽዑ -anti-Bolsheviks coined እቲ mocking መፍለዪ """"Sovdepia ን እቲ nascent ግዝኣት ካብ እቲ ""Soviets ካብ 'Workers እና 'Peasants "".Deputies",መዓዝ ኔሩ እቲ Soviet ግዝኣት ?ዝተመስረተ,እቲ Russian Republic,1917,ሓሙሽተ months,Sovdepia
"A fleet carrier is intended to operate with the main fleet and usually provides an offensive capability. These are the largest carriers capable of fast speeds. By comparison, escort carriers were developed to provide defense for convoys of ships. They were smaller and slower with lower numbers of aircraft carried. Most were built from mercantile hulls or, in the case of merchant aircraft carriers, were bulk cargo ships with a flight deck added on top. Light aircraft carriers were carriers that were fast enough to operate with the fleet but of smaller size with reduced aircraft capacity. Soviet aircraft carriers now in use by Russia are actually called heavy aviation cruisers, these ships while sized in the range of large fleet carriers were designed to deploy alone or with escorts and provide both strong defensive weaponry and heavy offensive missiles equivalent to a guided missile cruiser in addition to supporting fighters and helicopters.",276,What is meant to operate with the main fleet?,A fleet carrier,Russia,Soviet,—,1,"ሓደ fleet carrier እዩ ዝተዳለወ ናብ operate ምስ እቲ ዋና fleet እና ብልሙድ provides ሓደ ፀያፍ .capability እዚ እዮም እቲ largest carriers ተኽእሎ ዘለዎ ካብ ቅልጡፍ .speeds ብ ,ምውድዳር escort carriers ኔሮም ምዕቡል ናብ ምቅራብ defense ን convoys ካብ .ships ንሶም ኔሮም smaller እና slower ምስ ታሕተዋይ numbers ካብ aircraft .carried ብጥዕሚ ኔሮም ተሃኒጹ ካብ mercantile hulls ,ወይ አብ ውሽጢ እቲ ጉዳይ ካብ ነጋዳይ aircraft ,carriers ኔሮም ግዙፍ cargo ships ምስ ሓደ በረራ ባይታ added አብ ልዕሊ .ላዕለዋይ ብርሃን aircraft carriers ኔሮም carriers እቲ ኔሮም ቅልጡፍ እኹል ናብ operate ምስ እቲ fleet ግን ካብ smaller ግዝፊ ምስ reduced aircraft .ትኽእሎ Soviet aircraft carriers ሕዚ አብ ውሽጢ ጥቅሚ ብ Russia እዮም ብሓቂ ዝተፀወዐ ከቢድ aviation ,cruisers እዚ ships እስካብ sized አብ ውሽጢ እቲ ግዝፈት ካብ ገዚፍ fleet carriers ኔሮም designed ናብ ኣውዓሎ ንበይንኻ ወይ ምስ escorts እና ምቅራብ ክልቲኡ ጠንካራ defensive weaponry እና ከቢድ ፀያፍ missiles ዝመዓራረ ናብ ሓደ guided missile cruiser አብ ውሽጢ ተወሳኺ ናብ supporting fighters እና .helicopters",እንታይ እዩ ናይ ብሓቂ ናብ operate ምስ እቲ ዋና ?fleet,ሓደ fleet carrier,Russia,Soviet,—
"An incandescent light bulb, incandescent lamp or incandescent light globe is an electric light with a wire filament heated to a high temperature, by passing an electric current through it, until it glows with visible light (incandescence). The hot filament is protected from oxidation with a glass or quartz bulb that is filled with inert gas or evacuated. In a halogen lamp, filament evaporation is prevented by a chemical process that redeposits metal vapor onto the filament, extending its life. The light bulb is supplied with electric current by feed-through terminals or wires embedded in the glass. Most bulbs are used in a socket which provides mechanical support and electrical connections.",277,What is an incandescent light bulb?,a high temperature,—,—,—,1,"ሓደ incandescent ብርሃን ,bulb incandescent መብራህቲ ወይ incandescent ብርሃን globe እዩ ሓደ electric ብርሃን ምስ ሓደ ገመድ filament heated ናብ ሓደ ላዕሊ ,መጠን ሙቁት ብ passing ሓደ electric እዋናዊ ብውሽጢ ,እቲ ነገር ክሳብ እቲ ነገር glows ምስ visible ብርሃን ().incandescence እቲ ምዉቅ filament እዩ protected ካብ oxidation ምስ ሓደ ብርጭቆ ወይ quartz bulb እቲ እዩ ዝመለአ ምስ inert gas ወይ .evacuated አብ ውሽጢ ሓደ halogen ,መብራህቲ filament evaporation እዩ prevented ብ ሓደ chemical ከይዲ እቲ redeposits ሓጺን vapor onto እቲ ,filament extending ናቱ .ህይወት እቲ ብርሃን bulb እዩ supplied ምስ electric እዋናዊ ብ -feed-through terminals ወይ wires embedded አብ ውሽጢ እቲ .ብርጭቆ ብጥዕሚ bulbs እዮም ዘገልገለ አብ ውሽጢ ሓደ socket አየናይ provides mechanical ሓገዝ እና electrical .connections",እንታይ እዩ ሓደ incandescent ብርሃን ?bulb,ሓደ ላዕሊ መጠን ሙቁት,—,—,—
"Mali (i/ˈmɑːli/; French: [maˈli]), officially the Republic of Mali (French: République du Mali), is a landlocked country in West Africa. Mali is the eighth-largest country in Africa, with an area of just over 1,240,000 square kilometres (480,000 sq mi). The population of Mali is 14.5 million. Its capital is Bamako. Mali consists of eight regions and its borders on the north reach deep into the middle of the Sahara Desert, while the country's southern part, where the majority of inhabitants live, features the Niger and Senegal rivers. The country's economy centers on agriculture and fishing. Some of Mali's prominent natural resources include gold, being the third largest producer of gold in the African continent, and salt. About half the population lives below the international poverty line of $1.25 (U.S.) a day. A majority of the population (55%) are non-denominational Muslims.",278,What is the capital of Mali?,eighth,third,Bamako,55%,3,"Mali (//;i/ˈmɑːli :French []),maˈli officially እቲ Republic ካብ Mali (:French République du ),Mali እዩ ሓደ landlocked ሃገር አብ ውሽጢ ምዕራብ .Africa Mali እዩ እቲ -eighth-largest ሃገር አብ ውሽጢ ,Africa ምስ ሓደ ስፍሓት ካብ ጥራሕ ልዕሊ ,,1,240,000 ርባዕ kilometres (,480,000 sq ).mi እቲ በዝሒ ህዝቢ ካብ Mali እዩ .14.5 .ሚልዮን ናቱ ሃብቲ እዩ .Bamako Mali consists ካብ ሸሞንተ regions እና ናቱ borders አብ ልዕሊ እቲ ሰሜን ብፅሕ ጥሉቅ ናብ ውሽጢ እቲ ማእኸል ካብ እቲ Sahara ,ምድረ በዳ እስካብ እቲ 'country's southern ,ክፋል አበይ እቲ መብዛሕትኡ ካብ inhabitants ,ንበር መለለይታት እቲ Niger እና Senegal .rivers እቲ 'country's ቁጠባ centers አብ ልዕሊ ግብርና እና .fishing ንእሽተይ ካብ 'Mali's ጠቃሚ ተፈጥራዊ ምንጭታት ይሓውስ ,ወርቂ ፍጥረት እቲ ሳልሳይ largest producer ካብ ወርቂ አብ ውሽጢ እቲ African ,ኣህጉር እና .ጨው ብዝዕባ ፍርቂ እቲ በዝሒ ህዝቢ ይነብር ትሕቲ እቲ ዓለም ለኻዊ ድኽነት መስመር ካብ $.1.25 (..)U.S ሓደ .መዓልቲ ሓደ መብዛሕትኡ ካብ እቲ በዝሒ ህዝቢ (%)55 እዮም -non-denominational .Muslims",እንታይ እዩ እቲ ሃብቲ ካብ ?Mali,eighth,ሳልሳይ,Bamako,%55
