passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"The Glastonbury Festival of Contemporary Performing Arts takes place most years in Pilton, near Shepton Mallet, attracting over 170,000 music and culture lovers from around the world to see world-famous entertainers. The Big Green Gathering which grew out of the Green fields at the Glastonbury Festival is held in the Mendip Hills between Charterhouse and Compton Martin each summer. The annual Bath Literature Festival is one of several local festivals in the county; others include the Frome Festival and the Trowbridge Village Pump Festival, which, despite its name, is held at Farleigh Hungerford in Somerset. The annual circuit of West Country Carnivals is held in a variety of Somerset towns during the autumn, forming a major regional festival, and the largest Festival of Lights in Europe.",302,Where is the Glastonbury Festival of Contemporary Performing Arts held?,The Big Green Gathering,Festival of Lights in Europe,each summer,Pilton,4,"ግላስቶንበርይ ፌስቲቫል እዋናዊ ስነ-ጥበብ ምርኢት፡ መብዛሕትኡ ዓመታት ኣብ ፒልተን፡ ኣብ ጥቓ ሸፕተን ማሌት፡ ልዕሊ 170,000 ዝኾኑ ኣፍቀርቲ ሙዚቃን ባህልን ካብ መላእ ዓለም ብምስሓብ፡ ኣብ ዓለም ፍሉጣት ኣዘናጋዕቲ ንምርኣይ ይካየድ። እቲ ኣብ ግላስቶንበርይ ፈስቲቫል ካብ ሓምላይ ግራውቲ ዝዓበየ ዓቢ ሓምላይ ምትእኽኻብ ኣብ መንጎ ቻርተርሃውስን ኮምፕተን ማርቲንን ኣብ ዝርከብ መንዲፕ ሂልስ ኣብ ነፍሲ ወከፍ ሓጋይ ይካየድ። ዓመታዊ ፈስቲቫል ስነ-ጽሑፍ መሕጸቢ ኣካላት ሓደ ካብቶም ኣብቲ ኣውራጃ ዝርከቡ ሓያሎ ናይ ከባቢ ፈስቲቫላት እዩ፤ ካልኦት ድማ ፈስቲቫል ፍሮምን ትሮውብሪጅ ቪለጅ ፓምፕ ፌስቲቫልን ይርከብ፣ እዚ ፈስቲቫል ዋላ እኳ ስሙ እንተሃለዎ ኣብ ሶመርሰት ኣብ ፋርሊ ሃንገርፎርድ ይካየድ። ዓመታዊ ዙርያ ካርኒቫል ዌስት ካንትሪ ኣብ ዝተፈላለያ ናይ ሶመርሰት ከተማታት ኣብ ቀውዒ ይካየድ፣ ዓቢ ዞባዊ ፈስቲቫል ይፈጥር፣ ኣብ ኤውሮጳ ድማ እቲ ዝዓበየ ፈስቲቫል መብራህቲ ይፈጥር።",ግላስቶንበርይ ፌስቲቫል እዋናዊ ስነ-ጥበብ ምርኢት ኣበይ ይካየድ?,እቲ ዓቢ ቀጠልያ ምትእኽኻብ,በዓል መብራህቲ ኣብ ኤውሮጳ,ኣብ ነፍሲ ወከፍ ሓጋይ,ሽንቲ
"The United Nations Population Fund (UNFPA), formerly the United Nations Fund for Population Activities, is a UN organization. The UNFPA says it ""is the lead UN agency for delivering a world where every pregnancy is wanted, every childbirth is safe and every young person's potential is fulfilled.""  Their work involves the improvement of reproductive health; including creation of national strategies and protocols, and providing supplies and services. The organization has recently been known for its worldwide campaign against obstetric fistula and female genital mutilation.",485,Who's the UNFPA?,UN,The United Nations Population Fund,UNFPA,—,2,"ናይ ሕቡራት ሃገራት ፈንድ (UNFPA)፡ ናይ ቀደም ንንጥፈታት ህዝቢ ዝኸውን ፈንድ ሕቡራት ሃገራት፡ ትካል ሕቡራት ሃገራት እዩ። ዩኤንኤፍፒኤ ""መሪሕ ትካል ሕቡራት ሃገራት ንዘቕርቦ መሪሕ ትካል ውድብ ሕቡራት ሃገራት እዩ፣ ነፍሲ ወከፍ ጥንሲ ዝደለየላ ዓለም ንምቕራብ፣ ነፍሲ ወከፍ ሕርሲ ውሑስን ናይ ነፍሲ ወከፍ መንእሰይ ዓቕሚ ዝፍጸምን"" ይብል።  ስርሖም ምምሕያሽ ጥዕና ምፍራይ ዘጠቓልል እዩ፤ ሃገራዊ ስትራተጂታትን ፕሮቶኮላትን ምፍጣር ሓዊሱ፡ ከምኡ’ውን ቀረብን ኣገልግሎትን ምሃብ። እቲ ትካል ኣብዚ ቀረባ እዋን ብዓለምለኻዊ ጎስጓስ ኣንጻር ናይ ኦብስቴትሪክ ፊስቱላን ናይ ደቂ ኣንስትዮ ብልዕቲ ምቑራጽን ዝፍለጥ እዩ።",መን እዩ እቲ UNFPA?,እና,ትካል ህዝቢ ሕቡራት ሃገራት,UNFPA,—
"In 1974, Feynman delivered the Caltech commencement address on the topic of cargo cult science, which has the semblance of science, but is only pseudoscience due to a lack of ""a kind of scientific integrity, a principle of scientific thought that corresponds to a kind of utter honesty"" on the part of the scientist. He instructed the graduating class that ""The first principle is that you must not fool yourself—and you are the easiest person to fool. So you have to be very careful about that. After you've not fooled yourself, it's easy not to fool other scientists. You just have to be honest in a conventional way after that.""",486,Feynman gave the commencement address at what institution?,Caltech,first,Feynman,1974,1,"ኣብ 1974፡ ፋይንማን ነቲ ናይ ካልቴክ ምጅማር ኣድራሻ ኣብ ኣርእስቲ ናይ ጽዕነት ኣምልኾ ሳይንስ፡ እዚ ድማ ናይ ሳይንስ ምምሳል ዘለዎ፡ ግን ከኣ ብሰንኪ ዘይምህላው ""ዓይነት ሳይንሳዊ ቅንዕና፡ ብወገን እቲ ሳይንቲስት ምስ ሓደ ዓይነት ፍጹም ቅንዕና ዝሰማማዕ መትከል ሳይንሳዊ ኣተሓሳስባ"" ዝብል ኣርእስቲ ኣቕሪቡ። ንሱ ነቲ ናይ ምረቓ ክፍሊ ""እቲ ቀዳማይ መትከል ንነብስኻ ከተደናግር ከምዘይትኽእል እዩ- ንስኻ ድማ እቲ ዝቐለለ ሰብ ክትሽፍኖ ኣለካ። ስለዚ ብዛዕባኡ ኣዝዩ ክትጥንቀቕ ኣለካ። ንነብስኻ ከይደናገጽካ ንኻልኦት ሳይንቲስት ዘይምድኻም ቀሊል እዩ። ድሕሪኡ ኣብ ልምዳዊ መንገዲ ብቕንዕና ክትዛረብ ጥራይ እዩ ዘለካ።""",ፋይንማን ነቲ ናይ ምጅማር ኣድራሻ ኣብ ኣየናይ ትካል እዩ ሂቡ?,ካልቴክ,መጀመርታ,ፈይንማን,1974 ዓ.ም.
"In 1974, Feynman delivered the Caltech commencement address on the topic of cargo cult science, which has the semblance of science, but is only pseudoscience due to a lack of ""a kind of scientific integrity, a principle of scientific thought that corresponds to a kind of utter honesty"" on the part of the scientist. He instructed the graduating class that ""The first principle is that you must not fool yourself—and you are the easiest person to fool. So you have to be very careful about that. After you've not fooled yourself, it's easy not to fool other scientists. You just have to be honest in a conventional way after that.""",486,Feynman gave the commencement address at what institution?,Caltech,first,Feynman,1974,1,"ኣብ 1974፡ ፋይንማን ነቲ ናይ ካልቴክ ምጅማር ኣድራሻ ኣብ ኣርእስቲ ናይ ጽዕነት ኣምልኾ ሳይንስ፡ እዚ ድማ ናይ ሳይንስ ምምሳል ዘለዎ፡ ግን ከኣ ብሰንኪ ዘይምህላው ""ዓይነት ሳይንሳዊ ቅንዕና፡ ብወገን እቲ ሳይንቲስት ምስ ሓደ ዓይነት ፍጹም ቅንዕና ዝሰማማዕ መትከል ሳይንሳዊ ኣተሓሳስባ"" ዝብል ኣርእስቲ ኣቕሪቡ። ንሱ ነቲ ናይ ምረቓ ክፍሊ ""እቲ ቀዳማይ መትከል ንነብስኻ ከተደናግር ከምዘይትኽእል እዩ- ንስኻ ድማ እቲ ዝቐለለ ሰብ ክትሽፍኖ ኣለካ። ስለዚ ብዛዕባኡ ኣዝዩ ክትጥንቀቕ ኣለካ። ንነብስኻ ከይደናገጽካ ንኻልኦት ሳይንቲስት ዘይምድኻም ቀሊል እዩ። ድሕሪኡ ኣብ ልምዳዊ መንገዲ ብቕንዕና ክትዛረብ ጥራይ እዩ ዘለካ።""",ፋይንማን ነቲ ናይ ምጅማር ኣድራሻ ኣብ ኣየናይ ትካል እዩ ሂቡ?,ካልቴክ,መጀመርታ,ፈይንማን,1974 ዓ.ም.
"After several weeks of rumors, which started around January 11, 2013, Dell announced on February 5, 2013 that it had struck a $24.4 billion leveraged buyout deal, that would have delisted its shares from the NASDAQ and Hong Kong Stock Exchange and taken it private. Reuters reported that Michael Dell and Silver Lake Partners, aided by a $2 billion loan from Microsoft, would acquire the public shares at $13.65 apiece. The $24.4 billion buyout was projected to be the largest leveraged buyout backed by private equity since the 2007 financial crisis. It is also the largest technology buyout ever, surpassing the 2006 buyout of Freescale Semiconductor for $17.5 billion.",487,What was the value of the Dell buyout rumored to be?,$24.4 billion,"February 5, 2013","around January 11, 2013",several weeks,1,ድሕሪ ናይ ሓያሎ ሰሙናት ወረታት፡ ኣብ ከባቢ 11 ጥሪ 2013 ዝጀመረ ዴል፡ ዴል ብ5 ለካቲት 2013 ዝገለጸ፡ ብ24.4 ቢልዮን ዶላር ዝግመት ናይ ምዕዳግ ውዕል ከም ዝሃረመ ኣፍሊጡ፡ እዚ ድማ ካብ ናስዳክን ሆንግ ኮንግን ስቶክ ኤክስቸንጅ ኣውጺኡ ናይ ብሕቲ ምወሰዶ ነይሩ። ሮይተርስ ከም ዝጸብጸቦ፡ ማይክል ዴልን ሲልቨር ሌክ ፓርትነርስን፡ ካብ ማይክሮሶፍት ብ2 ቢልዮን ዶላር ዝግመት ልቓሕ ተሓጊዞም፡ ነቲ ህዝባዊ ኣክስዮን ነፍሲ ወከፎም 13.65 ዶላር ከም ዘጥረዮም ሓቢሩ። እዚ 24.4 ቢልዮን ዶላር ዝግመት ምዕዳግ፡ ድሕሪ ናይ 2007 ፋይናንሳዊ ቅልውላው ብውልቃዊ ምዕሩይነት ዝድገፍ ዝዓበየ ሌቨረጅድ ዕድጊ ክኸውን ትጽቢት ይግበር ነይሩ። ብተወሳኺ እቲ ዝዓበየ ቴክኖሎጂ ምዕዳግ ክሳብ ሕጂ ኮይኑ፡ ካብቲ ኣብ 2006 ዝዕድጎ ምዕዳግ ነጻ ደረጃ ዘለዎ ሴሚኮንዳክተር ብ17.5 ቢልዮን ዶላር ይሓልፍ።,ዋጋ ናይቲ ዴል ዕድጊ እንታይ እዩ ዝብል ወረ እንታይ እዩ ነይሩ?,24.4 ቢልዮን ዶላር,5 ለካቲት 2013 ዓ.ም.,ከባቢ 11 ጥሪ 2013 ዓ.ም.,ሓያሎ ሰሙናት
"After several weeks of rumors, which started around January 11, 2013, Dell announced on February 5, 2013 that it had struck a $24.4 billion leveraged buyout deal, that would have delisted its shares from the NASDAQ and Hong Kong Stock Exchange and taken it private. Reuters reported that Michael Dell and Silver Lake Partners, aided by a $2 billion loan from Microsoft, would acquire the public shares at $13.65 apiece. The $24.4 billion buyout was projected to be the largest leveraged buyout backed by private equity since the 2007 financial crisis. It is also the largest technology buyout ever, surpassing the 2006 buyout of Freescale Semiconductor for $17.5 billion.",487,What was the value of the Dell buyout rumored to be?,$24.4 billion,"February 5, 2013","around January 11, 2013",several weeks,1,ድሕሪ ናይ ሓያሎ ሰሙናት ወረታት፡ ኣብ ከባቢ 11 ጥሪ 2013 ዝጀመረ ዴል፡ ዴል ብ5 ለካቲት 2013 ዝገለጸ፡ ብ24.4 ቢልዮን ዶላር ዝግመት ናይ ምዕዳግ ውዕል ከም ዝሃረመ ኣፍሊጡ፡ እዚ ድማ ካብ ናስዳክን ሆንግ ኮንግን ስቶክ ኤክስቸንጅ ኣውጺኡ ናይ ብሕቲ ምወሰዶ ነይሩ። ሮይተርስ ከም ዝጸብጸቦ፡ ማይክል ዴልን ሲልቨር ሌክ ፓርትነርስን፡ ካብ ማይክሮሶፍት ብ2 ቢልዮን ዶላር ዝግመት ልቓሕ ተሓጊዞም፡ ነቲ ህዝባዊ ኣክስዮን ነፍሲ ወከፎም 13.65 ዶላር ከም ዘጥረዮም ሓቢሩ። እዚ 24.4 ቢልዮን ዶላር ዝግመት ምዕዳግ፡ ድሕሪ ናይ 2007 ፋይናንሳዊ ቅልውላው ብውልቃዊ ምዕሩይነት ዝድገፍ ዝዓበየ ሌቨረጅድ ዕድጊ ክኸውን ትጽቢት ይግበር ነይሩ። ብተወሳኺ እቲ ዝዓበየ ቴክኖሎጂ ምዕዳግ ክሳብ ሕጂ ኮይኑ፡ ካብቲ ኣብ 2006 ዝዕድጎ ምዕዳግ ነጻ ደረጃ ዘለዎ ሴሚኮንዳክተር ብ17.5 ቢልዮን ዶላር ይሓልፍ።,ዋጋ ናይቲ ዴል ዕድጊ እንታይ እዩ ዝብል ወረ እንታይ እዩ ነይሩ?,24.4 ቢልዮን ዶላር,5 ለካቲት 2013 ዓ.ም.,ከባቢ 11 ጥሪ 2013 ዓ.ም.,ሓያሎ ሰሙናት
"At various times, there have been cardinals who had only received first tonsure and minor orders but not yet been ordained as deacons or priests. Though clerics, they were inaccurately called ""lay cardinals"" and were permitted to marry. Teodolfo Mertel was among the last of the lay cardinals. When he died in 1899 he was the last surviving cardinal who was not at least ordained a priest. With the revision of the Code of Canon Law promulgated in 1917 by Pope Benedict XV, only those who are already priests or bishops may be appointed cardinals. Since the time of Pope John XXIII a priest who is appointed a cardinal must be consecrated a bishop, unless he obtains a dispensation.",488,Who was the last person to not be ordained a priest?,1899,first,1917,Teodolfo Mertel,4,"ኣብ ዝተፈላለየ እዋን፡ ቀዳማይ ቶንሱርን ንኣሽቱ ትእዛዛትን ጥራይ ዝወሰዱ ግን ከኣ ገና ከም ዲያቆናት ወይ ካህናት ዝተቐብኡ ካርዲናላት ነይሮም እዮም። ዋላ እኳ ኣቕሽሽቲ እንተዘይኮኑ ""ናይ ሌይ ካርዲናላት"" ተባሂሎም ብዘይግቡእ መንገዲ ክጽውዑን ክምርዓዉን ተፈቒዱሎም። ቴዎዶልፎ መርተል ካብቶም ናይ መወዳእታ ካብቶም ዓለማውያን ካርዲናላት ሓደ እዩ ነይሩ። ብ1899 ምስ ሞተ፡ እንተወሓደ ካህን ዘይተቐብአ ናይ መወዳእታ ብህይወት ዝተረፈ ካርዲናል እዩ ነይሩ። ምስቲ ብ1917 ብርእሰ ሊቃነ ጳጳሳት በነዲክቶስ XV ዝተኣወጀ ሕጊ ካኖን ሕጊ ምኽልካል፡ እቶም ድሮ ካህናት ወይ ጳጳሳት ዝኾኑ ጥራይ እዮም ካርዲናላት ክሽየሙ ዝኽእሉ። ካብ ግዜ ርእሰ ሊቃነ ጳጳሳት ዮሓንስ xxiii ሓደ ካርዲናል ዝምዘዝ ካህን ጳጳስ ክቕደስ ኣለዎ፣ እንተዘይረኺቡ ጳጳስ ክቕደስ ኣለዎ።",ካህን ዘይሽየጥ ናይ መወዳእታ ሰብ መን እዩ ነይሩ?,1899,መጀመርታ,1917,መርተል ቴዮዶልፎ
"At various times, there have been cardinals who had only received first tonsure and minor orders but not yet been ordained as deacons or priests. Though clerics, they were inaccurately called ""lay cardinals"" and were permitted to marry. Teodolfo Mertel was among the last of the lay cardinals. When he died in 1899 he was the last surviving cardinal who was not at least ordained a priest. With the revision of the Code of Canon Law promulgated in 1917 by Pope Benedict XV, only those who are already priests or bishops may be appointed cardinals. Since the time of Pope John XXIII a priest who is appointed a cardinal must be consecrated a bishop, unless he obtains a dispensation.",488,Who was the last person to not be ordained a priest?,1899,first,1917,Teodolfo Mertel,4,"ኣብ ዝተፈላለየ እዋን፡ ቀዳማይ ቶንሱርን ንኣሽቱ ትእዛዛትን ጥራይ ዝወሰዱ ግን ከኣ ገና ከም ዲያቆናት ወይ ካህናት ዝተቐብኡ ካርዲናላት ነይሮም እዮም። ዋላ እኳ ኣቕሽሽቲ እንተዘይኮኑ ""ናይ ሌይ ካርዲናላት"" ተባሂሎም ብዘይግቡእ መንገዲ ክጽውዑን ክምርዓዉን ተፈቒዱሎም። ቴዎዶልፎ መርተል ካብቶም ናይ መወዳእታ ካብቶም ዓለማውያን ካርዲናላት ሓደ እዩ ነይሩ። ብ1899 ምስ ሞተ፡ እንተወሓደ ካህን ዘይተቐብአ ናይ መወዳእታ ብህይወት ዝተረፈ ካርዲናል እዩ ነይሩ። ምስቲ ብ1917 ብርእሰ ሊቃነ ጳጳሳት በነዲክቶስ XV ዝተኣወጀ ሕጊ ካኖን ሕጊ ምኽልካል፡ እቶም ድሮ ካህናት ወይ ጳጳሳት ዝኾኑ ጥራይ እዮም ካርዲናላት ክሽየሙ ዝኽእሉ። ካብ ግዜ ርእሰ ሊቃነ ጳጳሳት ዮሓንስ xxiii ሓደ ካርዲናል ዝምዘዝ ካህን ጳጳስ ክቕደስ ኣለዎ፣ እንተዘይረኺቡ ጳጳስ ክቕደስ ኣለዎ።",ካህን ዘይሽየጥ ናይ መወዳእታ ሰብ መን እዩ ነይሩ?,1899,መጀመርታ,1917,መርተል ቴዮዶልፎ
"On July 1, 2009, SME and IODA announced their global strategic partnership to leverage combined worldwide online retail distribution networks and complementary technologies to support independent labels and music rightsholders.",489,On what date did IODA announce a partnership?,SME,IODA,—,"July 1, 2009",4,ብ1 ሓምለ 2009 SMEን IODAን ዓለምለኻዊ ስትራተጂካዊ ሽርክነቶም ንነፃ መለለዪታትን መሰል ሙዚቃን ንምድጋፍ ውሁድ ዓለምለኻዊ ናይ ኦንላይን ናይ ችርቻሮ መከፋፈልቲ መርበባትን መመላእታ ቴክኖሎጂታትን ንምጥቃም ዓለምለኻዊ ስትራተጂካዊ ሽርክነቶም ኣፍሊጦም።,ኢዮዳ ኣብ ምንታይ ዕለት ሽርክነት ኣፍሊጡ?,SME,ኢዮዳ,—,1 ሓምለ 2009 ዓ.ም.
"On July 1, 2009, SME and IODA announced their global strategic partnership to leverage combined worldwide online retail distribution networks and complementary technologies to support independent labels and music rightsholders.",489,On what date did IODA announce a partnership?,SME,IODA,—,"July 1, 2009",4,ብ1 ሓምለ 2009 SMEን IODAን ዓለምለኻዊ ስትራተጂካዊ ሽርክነቶም ንነፃ መለለዪታትን መሰል ሙዚቃን ንምድጋፍ ውሁድ ዓለምለኻዊ ናይ ኦንላይን ናይ ችርቻሮ መከፋፈልቲ መርበባትን መመላእታ ቴክኖሎጂታትን ንምጥቃም ዓለምለኻዊ ስትራተጂካዊ ሽርክነቶም ኣፍሊጦም።,ኢዮዳ ኣብ ምንታይ ዕለት ሽርክነት ኣፍሊጡ?,SME,ኢዮዳ,—,1 ሓምለ 2009 ዓ.ም.
"During a panel discussion at Harvard University's reunion for African American alumni during the 2003–04 academic year, two prominent black professors at the institution—Lani Guinier and Henry Louis Gates—pointed out an unintended effect of affirmative action policies at Harvard. They stated that only about a third of black Harvard undergraduates were from families in which all four grandparents were born into the African American community. The majority of black students at Harvard were Caribbean and African immigrants or their children, with some others the mixed-race children of biracial couples. One Harvard student, born in the South Bronx to a black family whose ancestors have been in the United States for multiple generations, said that there were so few Harvard students from the historic African American community that they took to calling themselves ""the descendants"" (i.e., descendants of American slaves). The reasons for this underrepresentation of historic African Americans, and possible remedies, remain a subject of debate.",490,How many blacks were admitted to Harvard after the 2003-04 academic year?,only about a third,the 2003–04 academic year,Henry Louis Gates,Lani Guinier,1,"ኣብ 2003–04 ናይ ትምህርቲ ዓመት ንኣፍሪቃዊ ኣመሪካዊ ነባራት ተማሃሮ ኣብ ዝገበሮ ዳግመ ርክብ ፓነል ሃርቫርድ ኣብ ዝተኻየደ ናይ ፓነል ዘተ፡ ክልተ ፍሉጣት ጸለምቲ ፕሮፌሰራት ኣብቲ ትካል-ላኒ ጊኒየርን ሄንሪ ሉዊስ ጌትስን - ኣብ ሃርቫርድ ኣወንታዊ ስጉምቲ ዝወሰደ ናይ ተግባር ፖሊሲታት ዘይተደልየ ውጽኢት ኣመልኪቶም። ኣስታት ሲሶ ናይ ጸሊም ሃርቫርድ ናይ መጀመርታ ዲግሪ ተማሃሮ ጥራይ ካብቶም ኩሎም ኣርባዕተ ኣያታት ናብ ማሕበረሰብ ኣፍሪቃውያን ኣሜሪካውያን ዝተወልዱ ስድራቤታት ምዃኖም ገሊጾም። ኣብ ሃርቫርድ ዝበዝሑ ጸለምቲ ተማሃሮ ካሪብያንን ኣፍሪቃውያን ስደተኛታት ወይ ደቆም ደቆም ኮይኖም፡ ምስ ገለ ካልኦት ድማ እቶም ዝተሓዋወሱ ዓሌት ዘለዎም ህጻናት ናይ ክልተ ዓሌት መጻምድቲ እዮም። ሓደ ተማሃራይ ሃርቫርድ፡ ኣብ ደቡብ ብሮንክስ ካብታ ኣቦሓጎታ ኣብ ኣመሪካ ንብዙሕ ወለዶታት ኣብ ኣመሪካ ዝጸንሑ ጸሊም ስድራቤት ዝውለድ፡ ካብ ታሪኻዊ ማሕበረሰብ ኣፍሪቃዊ ኣመሪካዊ ማሕበረሰብ ሃርቫርድ ውሑዳት ስለ ዝነበሩ፡ ንነብሶም ""እቲ ዘርኢ"" (i.e. ዘርኢ ኣመሪካውያን ባሮት) ንምጽዋዕ ዝወሰዱ ኣዝዮም ውሑዳት ከም ዝነበሩ ገሊጾም። ምኽንያት እዚ ትሑት ውክልና ታሪኻዊ ኣፍሪቃውያን ኣመሪካውያን፡ ከምኡ’ውን ክህልዉ ዝኽእሉ መድሃኒታት፡ ናይ ክትዕ ኣርእስቲ ኮይኑ ይቕጽል ኣሎ።",ድሕሪ ናይ 2003-04 ናይ ትምህርቲ ዓመት ክንደይ ጸለምቲ ኣብ ሃርቫርድ ከምዝተኣመኑ?,ኣስታት ሳልሳይ ጥራይ,ናይ 2003–04 ናይ ትምህርቲ ዓመት,ሄንሪ ሉዊስ ጌትስ,ላኒ ጓይነር
"During a panel discussion at Harvard University's reunion for African American alumni during the 2003–04 academic year, two prominent black professors at the institution—Lani Guinier and Henry Louis Gates—pointed out an unintended effect of affirmative action policies at Harvard. They stated that only about a third of black Harvard undergraduates were from families in which all four grandparents were born into the African American community. The majority of black students at Harvard were Caribbean and African immigrants or their children, with some others the mixed-race children of biracial couples. One Harvard student, born in the South Bronx to a black family whose ancestors have been in the United States for multiple generations, said that there were so few Harvard students from the historic African American community that they took to calling themselves ""the descendants"" (i.e., descendants of American slaves). The reasons for this underrepresentation of historic African Americans, and possible remedies, remain a subject of debate.",490,How many blacks were admitted to Harvard after the 2003-04 academic year?,only about a third,the 2003–04 academic year,Henry Louis Gates,Lani Guinier,1,"ኣብ 2003–04 ናይ ትምህርቲ ዓመት ንኣፍሪቃዊ ኣመሪካዊ ነባራት ተማሃሮ ኣብ ዝገበሮ ዳግመ ርክብ ፓነል ሃርቫርድ ኣብ ዝተኻየደ ናይ ፓነል ዘተ፡ ክልተ ፍሉጣት ጸለምቲ ፕሮፌሰራት ኣብቲ ትካል-ላኒ ጊኒየርን ሄንሪ ሉዊስ ጌትስን - ኣብ ሃርቫርድ ኣወንታዊ ስጉምቲ ዝወሰደ ናይ ተግባር ፖሊሲታት ዘይተደልየ ውጽኢት ኣመልኪቶም። ኣስታት ሲሶ ናይ ጸሊም ሃርቫርድ ናይ መጀመርታ ዲግሪ ተማሃሮ ጥራይ ካብቶም ኩሎም ኣርባዕተ ኣያታት ናብ ማሕበረሰብ ኣፍሪቃውያን ኣሜሪካውያን ዝተወልዱ ስድራቤታት ምዃኖም ገሊጾም። ኣብ ሃርቫርድ ዝበዝሑ ጸለምቲ ተማሃሮ ካሪብያንን ኣፍሪቃውያን ስደተኛታት ወይ ደቆም ደቆም ኮይኖም፡ ምስ ገለ ካልኦት ድማ እቶም ዝተሓዋወሱ ዓሌት ዘለዎም ህጻናት ናይ ክልተ ዓሌት መጻምድቲ እዮም። ሓደ ተማሃራይ ሃርቫርድ፡ ኣብ ደቡብ ብሮንክስ ካብታ ኣቦሓጎታ ኣብ ኣመሪካ ንብዙሕ ወለዶታት ኣብ ኣመሪካ ዝጸንሑ ጸሊም ስድራቤት ዝውለድ፡ ካብ ታሪኻዊ ማሕበረሰብ ኣፍሪቃዊ ኣመሪካዊ ማሕበረሰብ ሃርቫርድ ውሑዳት ስለ ዝነበሩ፡ ንነብሶም ""እቲ ዘርኢ"" (i.e. ዘርኢ ኣመሪካውያን ባሮት) ንምጽዋዕ ዝወሰዱ ኣዝዮም ውሑዳት ከም ዝነበሩ ገሊጾም። ምኽንያት እዚ ትሑት ውክልና ታሪኻዊ ኣፍሪቃውያን ኣመሪካውያን፡ ከምኡ’ውን ክህልዉ ዝኽእሉ መድሃኒታት፡ ናይ ክትዕ ኣርእስቲ ኮይኑ ይቕጽል ኣሎ።",ድሕሪ ናይ 2003-04 ናይ ትምህርቲ ዓመት ክንደይ ጸለምቲ ኣብ ሃርቫርድ ከምዝተኣመኑ?,ኣስታት ሳልሳይ ጥራይ,ናይ 2003–04 ናይ ትምህርቲ ዓመት,ሄንሪ ሉዊስ ጌትስ,ላኒ ጓይነር
"By the end of 1957, Nasser nationalized all remaining British and French assets in Egypt, including the tobacco, cement, pharmaceutical, and phosphate industries. When efforts to offer tax incentives and attract outside investments yielded no tangible results, he nationalized more companies and made them a part of his economic development organization. He stopped short of total government control: two-thirds of the economy was still in private hands. This effort achieved a measure of success, with increased agricultural production and investment in industrialization. Nasser initiated the Helwan steelworks, which subsequently became Egypt's largest enterprise, providing the country with product and tens of thousands of jobs. Nasser also decided to cooperate with the Soviet Union in the construction of the Aswan Dam to replace the withdrawal of US funds.",491,When did Nasser nationalize the British and French assets in Egypt?,tens of thousands,Helwan,the Aswan Dam,the end of 1957,4,ኣብ መወዳእታ 1957፡ ናስር ንኹሉ ዝተረፈ ንብረት እንግሊዝን ፈረንሳን ኣብ ግብጺ ሃገራዊ ገበሮ፡ ንሳ ድማ ትምባኾ፡ ሲሚንቶ፡ መድሓኒት መድሓኒትን ፎስፌትን ሓዊሱ። ናይ ግብሪ ምትብባዕ ንምቕራብን ናይ ደገ ወፍርታት ንምስሓብን ዝግበር ጻዕሪ ዝጭበጥ ውጽኢት ከምዘየለ፡ ዝያዳ ኩባንያታት ሃገራዊ ብምግባር ኣካል ናይቲ ዝመርሖ ዝነበረ ቁጠባዊ ልምዓት ትካል ገይርዎ። ካብ ጠቕላላ ምቁጽጻር መንግስቲ ሓጺር ደው ኢሉ: ክልተ ሲሶ ናይቲ ቁጠባ ገና ኣብ ኢድ ናይ ብሕቲ እዩ ነይሩ። እዚ ጻዕሪ እዚ መዐቀኒ ዓወት ኣመዝጊቡ፣ ምህርቲ ሕርሻን ወፍርን ኣብ ኢንዱስትርያዊ ምግባር ብዝለዓለ ደረጃ ኣመዝጊቡ። ናስር ነቲ ድሕሪኡ ዝዓበየ ትካል ግብጺ ዝኾነ ሄልዋን ስቲልዎርክስ ኣበጊሱ፡ ነታ ሃገር ፍርያትን ዓሰርተታት ኣሽሓት ስራሕን ሂባቶ። ናስር ብተወሳኺ ኣብ ህንጸት ግድብ ኣስዋን ምስ ሕብረት ሶቭየት ክተሓባበር ወሲኑ፡ ገንዘብ ኣመሪካ ምውጻእ ንምትካእ እዩ።,ናስር ኣብ ግብጺ ንንብረት እንግሊዝን ፈረንሳን መዓስ እዩ ሃገረም ዝገበረ?,ዓሰርተታት ኣሽሓት,ሄልዋን,ግድብ ኣስዋን,መወዳእታ 1957 .
