passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"LaserDisc players can provide a great degree of control over the playback process. Unlike many DVD players, the transport mechanism always obeys commands from the user: pause, fast-forward, and fast-reverse commands are always accepted (barring, of course, malfunctions). There were no ""User Prohibited Options"" where content protection code instructs the player to refuse commands to skip a specific part (such as fast forwarding through copyright warnings). (Some DVD players, particularly higher-end units, do have the ability to ignore the blocking code and play the video without restrictions, but this feature is not common in the usual consumer market.)",193,What type of LaserDisc can offer a great degree of control over the playback process?,—,—,—,LaserDisc,4,"LaserDisc players ይኽእል ምቅራብ ሓደ ምዑዝ መዐቀኒ ካብ ምቁጽጻር ልዕሊ እቲ playback .ከይዲ Unlike ቡዙሕ DVD ,players እቲ መጓዓዝያ mechanism ወትሪ obeys commands ካብ እቲ :user ,ጠጠው ምባል -,fast-forward እና -fast-reverse commands እዮም ወትሪ accepted (,barring ካብ ,ዓይነት ትምህርቲ ).malfunctions ኣብቲ ኔሮም አይኮንን ""User Prohibited ""Options አበይ ትሕዝቶ protection code instructs እቲ player ናብ እበይ commands ናብ ዝለል ሓደ ዝተወሰነ ክፋል (ከምዚ ከም ቅልጡፍ forwarding ብውሽጢ copyright ).warnings (ንእሽተይ DVD ,players ብፍላይ -higher-end ,units ግበር ኣለኒ እቲ ተኽእሎ ናብ ምዕፃው እቲ blocking code እና ተፃወት እቲ ቪዲዮ ብዘይካ ,restrictions ግን እዚ መለለዩ እዩ ዘይኮነ ልሙድ አብ ውሽጢ እቲ ልሙድ consumer .)ዕዳጋ",እንታይ ዓይነት ካብ LaserDisc ይኽእል ውህብቶ ሓደ ምዑዝ መዐቀኒ ካብ ምቁጽጻር ልዕሊ እቲ playback ?ከይዲ,—,—,—,LaserDisc
"Under Article IV, Section Three of the United States Constitution, which outlines the relationship among the states, Congress has the power to admit new states to the union. The states are required to give ""full faith and credit"" to the acts of each other's legislatures and courts, which is generally held to include the recognition of legal contracts, marriages, and criminal judgments. The states are guaranteed military and civil defense by the federal government, which is also obliged by Article IV, Section Four, to ""guarantee to every state in this union a republican form of government"".",194,Who can admit new states to the U.S. Union?,defloration.n.02,Congress,unlawful carnal knowledge.n.01,fuck.n.01,2,"ትሕቲ ዓንቀጽ ,IV ክፍሊ ሰለስተ ካብ እቲ United States ,Constitution አየናይ outlines እቲ ርክብ ካብዞም እቲ ,states Congress ኣለዎ እቲ ሓይሊ ናብ ተቀበል ሓድሽ states ናብ እቲ .union እቲ states እዮም ዘድሊ ናብ ሃብ ""ሙሉእ እምነት እና ""ልቓሕ ናብ እቲ acts ካብ ሕድሕድ 'other's legislatures እና ,courts አየናይ እዩ ብሓፈሻ ተገይሩ ናብ ይሓውስ እቲ ተፈላጥነት ካብ ሕጋዊ ,contracts ,marriages እና criminal .judgments እቲ states እዮም guaranteed ወተሃደራዊ ኣገልግሎት እና civil defense ብ እቲ federal ,መንግስቲ አየናይ እዩ እውን obliged ብ ዓንቀጽ ,IV ክፍሊ ,ዓርባዕተ ናብ ""ውሕስና ናብ ኩሉ ግዝኣት አብ ውሽጢ እዚ union ሓደ republican ፎርም ካብ "".መንግስቲ",መን ይኽእል ተቀበል ሓድሽ states ናብ እቲ ..U.S ?Union,..defloration.n.02,Congress,unlawful carnal ..knowledge.n.01,..fuck.n.01
"On October 2, 1997, it was reported that Khrushchev's son Sergei claimed Khrushchev was poised to accept Kennedy's proposal at the time of Kennedy's assassination on November 22, 1963. During the next few weeks he reportedly concluded that both nations might realize cost benefits and technological gains from a joint venture, and decided to accept Kennedy's offer based on a measure of rapport during their years as leaders of the world's two superpowers, but changed his mind and dropped the idea since he did not have the same trust for Kennedy's successor, Lyndon Johnson.",195,Who claimed Khrushchev was poised to accept Kennedy's proposal?,Sergei,their years,the next few weeks,"October 2, 1997",1,"አብ ልዕሊ ጥቅምቲ ,2 ,1997 እቲ ነገር ኔሩ reported እቲ 'Khrushchev's son Sergei claimed Khrushchev ኔሩ poised ናብ ተቀበል 'Kennedy's ሕቶ ኣብ እቲ ግዜ ካብ 'Kennedy's assassination አብ ልዕሊ ሕዳር ,22 .1963 አብ እዋን እቲ ቀፃሊ ቁሩብ weeks ንሱ reportedly concluded እቲ ክልቲኡ nations ይኸዉን አስተብህል ዋጋ ጥቕምታት እና technological gains ካብ ሓደ መጋጥም ,ኣብ ሓደጋ ኣውደቐ እና ወሲነ ናብ ተቀበል 'Kennedy's ውህብቶ መሰረት ዝገበረ አብ ልዕሊ ሓደ ለክዕ ካብ rapport አብ እዋን ናቶም ዓመታት ከም leaders ካብ እቲ 'world's ክልተ ,superpowers ግን changed ናቱ ሓንጎል እና ዝተደርበየ እቲ ሓሳብ ካብ ንሱ ግቡር ዘይኮነ ኣለኒ እቲ ማዕረ እምነት ን 'Kennedy's ,successor Lyndon .Johnson",መን claimed Khrushchev ኔሩ poised ናብ ተቀበል 'Kennedy's ?ሕቶ,Sergei,ናቶም ዓመታት,እቲ ቀፃሊ ቁሩብ weeks,"ጥቅምቲ ,2 1997"
"Season four premiered on January 18, 2005; this was the first season of the series to be aired in high definition, although the finale of season three was also aired in high definition. The number of those attending the auditions by now had increased to over 100,000 from the 10,000 of the first season. The age limit was raised to 28 in this season, and among those who benefited from this new rule were Constantine Maroulis and Bo Bice, the two rockers of the show.",196,What day did season four premiere on American Idol?,two,three,"January 18, 2005","10,000",3,"ወቕቲ ዓርባዕተ premiered አብ ልዕሊ ጥሪ ,18 ;2005 እዚ ኔሩ እቲ መጀመርታ ወቕቲ ካብ እቲ ተኸታታሊ ናብ ኩን aired አብ ውሽጢ ላዕሊ ,ኣገላልፃ ዋላ እኳ እቲ finale ካብ ወቕቲ ሰለስተ ኔሩ እውን aired አብ ውሽጢ ላዕሊ .ኣገላልፃ እቲ ቑጽሪ ካብ እቲኦም attending እቲ auditions ብ ሕዚ ዝነበረ ወሰኽ ናብ ልዕሊ ,100,000 ካብ እቲ ,10,000 ካብ እቲ መጀመርታ .ወቕቲ እቲ ዕድመ limit ኔሩ ተሰአ ናብ 28 አብ ውሽጢ እዚ ,ወቕቲ እና ካብዞም እቲኦም መን benefited ካብ እዚ ሓድሽ ስርዓት ኔሮም Constantine Maroulis እና Bo ,Bice እቲ ክልተ rockers ካብ እቲ .አርኢ",እንታይ መዓልቲ ግቡር ወቕቲ ዓርባዕተ premiere አብ ልዕሊ American ?Idol,ክልተ,ሰለስተ,"ጥሪ ,18 2005",",10,000"
"In addition, most Grand Lodges require the candidate to declare a belief in a Supreme Being. In a few cases, the candidate may be required to be of a specific religion. The form of Freemasonry most common in Scandinavia (known as the Swedish Rite), for example, accepts only Christians. At the other end of the spectrum, ""Liberal"" or Continental Freemasonry, exemplified by the Grand Orient de France, does not require a declaration of belief in any deity, and accepts atheists (a cause of discord with the rest of Freemasonry).",197,Who requires the candidate to declare a belief in a Supreme Being?,Scandinavia,Grand Lodges,Christians,Swedish,2,"አብ ውሽጢ ,ተወሳኺ ብጥዕሚ Grand Lodges ይደሊ እቲ candidate ናብ declare ሓደ እምነት አብ ውሽጢ ሓደ Supreme .ፍጥረት አብ ውሽጢ ሓደ ቁሩብ ,cases እቲ candidate ተዝኸዉን ኩን ዘድሊ ናብ ኩን ካብ ሓደ ዝተወሰነ .ሃይማኖት እቲ ፎርም ካብ Freemasonry ብጥዕሚ ልሙድ አብ ውሽጢ Scandinavia (ፍሉጥ ከም እቲ Swedish ),Rite ን ,ኣብነት accepts ጥራሕ .Christians ኣብ እቲ ካልእ መወዳእታ ካብ እቲ ,spectrum """"Liberal ወይ Continental ,Freemasonry exemplified ብ እቲ Grand Orient de ,France ምግባር ዘይኮነ ይደሊ ሓደ declaration ካብ እምነት አብ ውሽጢ ዝኾነ ,deity እና accepts atheists (ሓደ ጠንቂ ካብ discord ምስ እቲ ዕረፍቲ ካብ ).Freemasonry",መን requires እቲ candidate ናብ declare ሓደ እምነት አብ ውሽጢ ሓደ Supreme ?ፍጥረት,Scandinavia,Grand Lodges,Christians,Swedish
"More than 200 newspapers and 350 consumer magazines have an office in the city, and the publishing industry employs about 25,000 people. Two of the three national daily newspapers in the United States are New York papers: The Wall Street Journal and The New York Times, which has won the most Pulitzer Prizes for journalism. Major tabloid newspapers in the city include: The New York Daily News, which was founded in 1919 by Joseph Medill Patterson and The New York Post, founded in 1801 by Alexander Hamilton. The city also has a comprehensive ethnic press, with 270 newspapers and magazines published in more than 40 languages. El Diario La Prensa is New York's largest Spanish-language daily and the oldest in the nation. The New York Amsterdam News, published in Harlem, is a prominent African American newspaper. The Village Voice is the largest alternative newspaper.",198,How many people work for the publishing industry in New York City?,The New York Amsterdam News,La Prensa,"about 25,000",The Village Voice,3,"ቡዙሕ ካብ 200 newspapers እና 350 consumer magazines ኣለኒ ሓደ ቤት-ፅሕፈት አብ ውሽጢ እቲ ,ከተማ እና እቲ publishing ኢንዱስትሪ employs ብዝዕባ ,25,000 .ህዝቢ ክልተ ካብ እቲ ሰለስተ ሃገራዊ መዓልታዊ newspapers አብ ውሽጢ እቲ United States እዮም ሓድሽ York :papers እቲ መንደቅ ፅርጊያ Journal እና እቲ ሓድሽ York ,Times አየናይ ኣለዎ ተዓወተ እቲ ብጥዕሚ Pulitzer Prizes ን .journalism ዋና tabloid newspapers አብ ውሽጢ እቲ ከተማ :ይሓውስ እቲ ሓድሽ York መዓልታዊ ,ዜና አየናይ ኔሩ founded አብ ውሽጢ 1919 ብ Joseph Medill Patterson እና እቲ ሓድሽ York ,ለጥፍ founded አብ ውሽጢ 1801 ብ Alexander .Hamilton እቲ ከተማ እውን ኣለዎ ሓደ ኣጠቓላሊ ethnic ,ተውቕ ምስ 270 newspapers እና magazines published አብ ውሽጢ ቡዙሕ ካብ 40 .languages El Diario La Prensa እዩ ሓድሽ 'York's largest -Spanish-language መዓልታዊ እና እቲ oldest አብ ውሽጢ እቲ .nation እቲ ሓድሽ York Amsterdam ,ዜና published አብ ውሽጢ ,Harlem እዩ ሓደ ጠቃሚ African American .newspaper እቲ ገጠር ድምፂ እዩ እቲ largest ኣማራፂ .newspaper",ከመይ ቡዙሕ ህዝቢ ስራሕ ን እቲ publishing ኢንዱስትሪ አብ ውሽጢ ሓድሽ York ?ከተማ,እቲ ሓድሽ York Amsterdam ዜና,La Prensa,"ብዝዕባ ,25,000",እቲ ገጠር ድምፂ
"On 17 March 1883, she fell down some stairs at Windsor, which left her lame until July; she never fully recovered and was plagued with rheumatism thereafter. Brown died 10 days after her accident, and to the consternation of her private secretary, Sir Henry Ponsonby, Victoria began work on a eulogistic biography of Brown. Ponsonby and Randall Davidson, Dean of Windsor, who had both seen early drafts, advised Victoria against publication, on the grounds that it would stoke the rumours of a love affair. The manuscript was destroyed. In early 1884, Victoria did publish More Leaves from a Journal of a Life in the Highlands, a sequel to her earlier book, which she dedicated to her ""devoted personal attendant and faithful friend John Brown"". On the day after the first anniversary of Brown's death, Victoria was informed by telegram that her youngest son, Leopold, had died in Cannes. He was ""the dearest of my dear sons"", she lamented. The following month, Victoria's youngest child, Beatrice, met and fell in love with Prince Henry of Battenberg at the wedding of Victoria's granddaughter Princess Victoria of Hesse and by Rhine to Henry's brother Prince Louis of Battenberg. Beatrice and Henry planned to marry, but Victoria opposed the match at first, wishing to keep Beatrice at home to act as her companion. After a year, she was won around to the marriage by Henry and Beatrice's promise to remain living with and attending her.",199,When did Victoria fall down some stairs at Windsor?,Randall Davidson,Cannes,17 March 1883,More Leaves,3,"አብ ልዕሊ 17 መጋቢት ,1883 እሳ መፍርሒ ታሕቲ ንእሽተይ መደያይቦታት ኣብ ,Windsor አየናይ ፀጋም ንሳ ሓንካስ ክሳብ ;ሓምለ እሳ ፍፁም fully recovered እና ኔሩ plagued ምስ rheumatism .thereafter ቡኒ ሞይቱ 10 days ድሕሪ ንሳ ,ሓደጋ እና ናብ እቲ consternation ካብ ንሳ ብሕታዊ ,secretary ሃለቃ Henry ,Ponsonby Victoria ጀሚሩ ስራሕ አብ ልዕሊ ሓደ eulogistic biography ካብ .ቡኒ Ponsonby እና Randall ,Davidson Dean ካብ ,Windsor መን ዝነበረ ክልቲኡ ተራእዩ ብግዘ ,drafts advised Victoria ተቃራኒ ,publication አብ ልዕሊ እቲ grounds እቲ እቲ ነገር ይኸውን stoke እቲ rumours ካብ ሓደ ፍቅሪ .ጉዳይ እቲ manuscript ኔሩ .destroyed አብ ውሽጢ ብግዘ ,1884 Victoria ግቡር publish ቡዙሕ ኣቑጽልቲ ካብ ሓደ Journal ካብ ሓደ ህይወት አብ ውሽጢ እቲ ,Highlands ሓደ sequel ናብ ንሳ ኣቕድም ኣቢሉ ,መፅሓፍ አየናይ እሳ ግዱስ ናብ ንሳ ""ውፉይ ውልቃዊ attendant እና ተኣማኒ ዓርኪ John "".ቡኒ አብ ልዕሊ እቲ መዓልቲ ድሕሪ እቲ መጀመርታ ዓመታዊ በዓል ካብ 'Brown's ,ሞት Victoria ኔሩ informed ብ telegram እቲ ንሳ youngest ,son ,Leopold ዝነበረ ሞይቱ አብ ውሽጢ .Cannes ንሱ ኔሩ ""እቲ dearest ካብ ናተይ ፍትውቲ "",sons እሳ .lamented እቲ ምኽታል ,ወርሒ 'Victoria's youngest ,ህፃን ,Beatrice met እና መፍርሒ አብ ውሽጢ ፍቅሪ ምስ Prince Henry ካብ Battenberg ኣብ እቲ መርዓ ካብ 'Victoria's granddaughter ልእልቲ Victoria ካብ Hesse እና ብ Rhine ናብ 'Henry's ሓው Prince Louis ካብ .Battenberg Beatrice እና Henry planned ናብ ,marry ግን Victoria opposed እቲ ግጥም ኣብ ,መጀመርታ wishing ናብ ኣፅንሕ Beatrice ኣብ ገዛ ናብ ፍፃመ ከም ንሳ .ብፃይ ድሕሪ ሓደ ,ዓመት እሳ ኔሩ ተዓወተ አብ ከባቢ ናብ እቲ መርዓ ብ Henry እና 'Beatrice's ቃል ናብ ምፅናሕ ምንባር ምስ እና attending .ንሳ",መዓዝ ግቡር Victoria ምውዳቅ ታሕቲ ንእሽተይ መደያይቦታት ኣብ ?Windsor,Randall Davidson,Cannes,17 መጋቢት 1883,ቡዙሕ ኣቑጽልቲ
"The USB standard specifies relatively loose tolerances for compliant USB connectors to minimize physical incompatibilities in connectors from different vendors. To address a weakness present in some other connector standards, the USB specification also defines limits to the size of a connecting device in the area around its plug. This was done to prevent a device from blocking adjacent ports due to the size of the cable strain relief mechanism (usually molding integral with the cable outer insulation) at the connector. Compliant devices must either fit within the size restrictions or support a compliant extension cable that does.",200,What specification specifies relatively loose tolerances for compliant USB connectors?,—,USB,—,—,2,"እቲ USB መለክዒ specifies relatively ልሕሉሕ tolerances ን compliant USB connectors ናብ minimize ኣካላዊ incompatibilities አብ ውሽጢ connectors ካብ ፍሉይ .vendors ናብ አድራሻ ሓደ ድኻም እዋናዊ አብ ውሽጢ ንእሽተይ ካልእ connector ,standards እቲ USB specification እውን defines limits ናብ እቲ ግዝፊ ካብ ሓደ connecting መሳርሒ አብ ውሽጢ እቲ ስፍሓት አብ ከባቢ ናቱ .ምስኳዕ እዚ ኔሩ ምውዳእ ናብ ምክልኻል ሓደ መሳርሒ ካብ blocking ኣብ ጎኑ ports መወዳእታ ናብ እቲ ግዝፊ ካብ እቲ cable ምፅዓን ቅልል ምባል mechanism (ብልሙድ molding integral ምስ እቲ cable outer )insulation ኣብ እቲ .connector Compliant devices ግድን ወይ ድልዱል አብ ውሽጢ እቲ ግዝፊ restrictions ወይ ሓገዝ ሓደ compliant ብርሕቐት cable እቲ .ምግባር",እንታይ specification specifies relatively ልሕሉሕ tolerances ን compliant USB ?connectors,—,USB,—,—
"Since the 1988 Education Reform Act, parents have a right to choose which school their child should go to or whether to not send them to school at all and to home educate them instead. The concept of ""school choice"" introduces the idea of competition between state schools, a fundamental change to the original ""neighbourhood comprehensive"" model, and is partly intended as a means by which schools that are perceived to be inferior are forced either to improve or, if hardly anyone wants to go there, to close down. Government policy is currently promoting 'specialisation' whereby parents choose a secondary school appropriate for their child's interests and skills. Most initiatives focus on parental choice and information, implementing a pseudo-market incentive to encourage better schools. This logic has underpinned the controversial league tables of school performance.",201,What act allows parents to choose which school their child should go to?,—,—,1988,Education Reform Act,4,"ካብ እቲ 1988 ትምህርቲ Reform ,ፍፃመ ኣቦን ኣዶን ኣለኒ ሓደ ትኽክል ናብ ምረፅ አየናይ ቤት ትምህርቲ ናቶም ህፃን ይሓይሽ ኪድ ናብ ወይ ዶ ናብ ዘይኮነ ስደድ ንሶም ናብ ቤት ትምህርቲ ኣብ ኩሎም እና ናብ ገዛ educate ንሶም .ከክንዲ እቲ ጭብጢ ካብ ""ቤት ትምህርቲ ""ምርጫ introduces እቲ ሓሳብ ካብ ውድድር አብ መንጎ ግዝኣት ,schools ሓደ መሰረታዊ ለውጢ ናብ እቲ ኦርጂናል ""neighbourhood ""ኣጠቓላሊ ,መርኣያ እና እዩ partly ዝተዳለወ ከም ሓደ ማለት ብ አየናይ schools እቲ እዮም perceived ናብ ኩን inferior እዮም forced ወይ ናብ አማዕብል ,ወይ እንተ ዳርጋ ኩሉ wants ናብ ኪድ ,ኣብቲ ናብ ዕፁው .ታሕቲ መንግስቲ ፖሊሲ እዩ አብዚ ሕዚ promoting ''specialisation whereby ኣቦን ኣዶን ምረፅ ሓደ secondary ቤት ትምህርቲ ኣግባብ ን ናቶም 'child's interests እና .ክእለታት ብጥዕሚ initiatives ቀልቢ ምግባር አብ ልዕሊ parental ምርጫ እና ,ሓበሬታ implementing ሓደ -pseudo-market መተባብዒ ናብ ኣበረታትዕ ዝሓሸ .schools እዚ logic ኣለዎ underpinned እቲ ዘከራኽር league tables ካብ ቤት ትምህርቲ .ብቅዓት",እንታይ ፍፃመ allows ኣቦን ኣዶን ናብ ምረፅ አየናይ ቤት ትምህርቲ ናቶም ህፃን ይሓይሽ ኪድ ?ናብ,—,—,1988,ትምህርቲ Reform ፍፃመ
"The willingness to question previously held truths and search for new answers resulted in a period of major scientific advancements, now known as the Scientific Revolution. The Scientific Revolution is traditionally held by most historians to have begun in 1543, when the books De humani corporis fabrica (On the Workings of the Human Body) by Andreas Vesalius, and also De Revolutionibus, by the astronomer Nicolaus Copernicus, were first printed. The thesis of Copernicus' book was that the Earth moved around the Sun. The period culminated with the publication of the Philosophiæ Naturalis Principia Mathematica in 1687 by Isaac Newton, representative of the unprecedented growth of scientific publications throughout Europe.",202,What is the term for the willingness to question previously held truths and search for new answers?,Earth,1687,Sun,The Scientific Revolution,4,"እቲ willingness ናብ ሕቶ previously ተገይሩ truths እና ምድላይ ን ሓድሽ answers resulted አብ ውሽጢ ሓደ ግዘ ካብ ዋና scientific ,advancements ሕዚ ፍሉጥ ከም እቲ Scientific .ለውጢ እቲ Scientific ለውጢ እዩ traditionally ተገይሩ ብ ብጥዕሚ historians ናብ ኣለኒ begun አብ ውሽጢ ,1543 መዓዝ እቲ books De humani corporis fabrica (አብ ልዕሊ እቲ Workings ካብ እቲ ሰብ )ሰውነት ብ Andreas ,Vesalius እና እውን De ,Revolutionibus ብ እቲ astronomer Nicolaus ,Copernicus ኔሮም መጀመርታ .printed እቲ thesis ካብ 'Copernicus መፅሓፍ ኔሩ እቲ እቲ መሬት moved አብ ከባቢ እቲ .ፀሓይ እቲ ግዘ culminated ምስ እቲ publication ካብ እቲ Philosophiæ Naturalis Principia Mathematica አብ ውሽጢ 1687 ብ Isaac ,Newton representative ካብ እቲ unprecedented ዕቤት ካብ scientific publications በቲ .Europe",እንታይ እዩ እቲ ቃል ን እቲ willingness ናብ ሕቶ previously ተገይሩ truths እና ምድላይ ን ሓድሽ ?answers,መሬት,1687,ፀሓይ,እቲ Scientific ለውጢ
"Bahrain's prime minister, Sheikh Khalifah bin Sulman Al Khalifah has been in the post since 1970, making him the longest serving non-elected prime minister.",203,When did Khalifah bin Sulman Al Khalifah become prime minister of Bahrain?,1970,—,Khalifah bin Sulman Al Khalifah,Bahrain,1,"'Bahrain's ቀዳማይ ,minister Sheikh Khalifah bin Sulman Al Khalifah ኣለዎ ዝነበረ አብ ውሽጢ እቲ ለጥፍ ካብ ,1970 making ንሱ እቲ longest serving -non-elected ቀዳማይ .minister",መዓዝ ግቡር Khalifah bin Sulman Al Khalifah ምዃን ቀዳማይ minister ካብ ?Bahrain,1970,—,Khalifah bin Sulman Al Khalifah,Bahrain
"It suffered damage during the turbulent 1640s, when it was attacked by Puritan iconoclasts, but was again protected by its close ties to the state during the Commonwealth period. Oliver Cromwell was given an elaborate funeral there in 1658, only to be disinterred in January 1661 and posthumously hanged from a gibbet at Tyburn.",204,When did Oliver Cromwell suffer damage?,Puritan,the turbulent 1640s,Tyburn,Commonwealth,2,"እቲ ነገር suffered ጉድኣት አብ እዋን እቲ turbulent ,1640s መዓዝ እቲ ነገር ኔሩ attacked ብ Puritan ,iconoclasts ግን ኔሩ ካልኣይ protected ብ ናቱ ዕፁው ties ናብ እቲ ግዝኣት አብ እዋን እቲ Commonwealth .ግዘ Oliver Cromwell ኔሩ ዝተወሃበ ሓደ ኣብራህርህ ቀብሪ ኣብቲ አብ ውሽጢ ,1658 ጥራሕ ናብ ኩን disinterred አብ ውሽጢ ጥሪ 1661 እና posthumously hanged ካብ ሓደ gibbet ኣብ .Tyburn",መዓዝ ግቡር Oliver Cromwell ምቅላዕ ?ጉድኣት,Puritan,እቲ turbulent 1640s,Tyburn,Commonwealth
"The mid-1970s saw the introduction of dbx-encoded records, again for the audiophile niche market. These were completely incompatible with standard record playback preamplifiers, relying on the dbx compandor encoding/decoding scheme to greatly increase dynamic range (dbx encoded disks were recorded with the dynamic range compressed by a factor of two in dB: quiet sounds were meant to be played back at low gain and loud sounds were meant to be played back at high gain, via automatic gain control in the playback equipment; this reduced the effect of surface noise on quiet passages). A similar and very short-lived scheme involved using the CBS-developed ""CX"" noise reduction encoding/decoding scheme.",205,When were dbx-encoded records introduced?,The mid-1970s,two,—,CBS,1,"እቲ -mid-1970s ሪኤ እቲ መእተዊ ካብ -dbx-encoded ,records ካልኣይ ን እቲ audiophile niche .ዕዳጋ እዚ ኔሮም ሙሉእ ብሙሉእ incompatible ምስ መለክዒ ቅዳሕ playback ,preamplifiers relying አብ ልዕሊ እቲ dbx compandor /encoding/decoding scheme ናብ greatly ወስኽ dynamic ግዝፈት (dbx encoded disks ኔሮም recorded ምስ እቲ dynamic ግዝፈት compressed ብ ሓደ ረቛሒ ካብ ክልተ አብ ውሽጢ :dB ፀጥ ዝበለ sounds ኔሮም ናይ ብሓቂ ናብ ኩን played ዝባን ኣብ ውሑድ ርኸብ እና ዓው sounds ኔሮም ናይ ብሓቂ ናብ ኩን played ዝባን ኣብ ላዕሊ ,ርኸብ ብመልክዕ automatic ርኸብ ምቁጽጻር አብ ውሽጢ እቲ playback ;መሳርሒ እዚ reduced እቲ ፅልዋ ካብ ገፅ ዓው ዓው አብ ልዕሊ ፀጥ ዝበለ ).passages ሓደ ተመሳሳሊ እና ብጣዕሚ -short-lived scheme ዝተኻተተ using እቲ -CBS-developed """"CX ዓው ዓው reduction /encoding/decoding .scheme",መዓዝ ኔሮም -dbx-encoded records ?introduced,እቲ -mid-1970s,ክልተ,—,CBS
"Seattle's economy is driven by a mix of older industrial companies, and ""new economy"" Internet and technology companies, service, design and clean technology companies. The city's gross metropolitan product was $231 billion in 2010, making it the 11th largest metropolitan economy in the United States. The Port of Seattle, which also operates Seattle–Tacoma International Airport, is a major gateway for trade with Asia and cruises to Alaska, and is the 8th largest port in the United States in terms of container capacity. Though it was affected by the Great Recession, Seattle has retained a comparatively strong economy, and remains a hotbed for start-up businesses, especially in green building and clean technologies: it was ranked as America's No. 1 ""smarter city"" based on its government policies and green economy. In February 2010, the city government committed Seattle to becoming North America's first ""climate neutral"" city, with a goal of reaching zero net per capita greenhouse gas emissions by 2030.",206,What is Seattle's economic ranking?,$231 billion,11th,Tacoma International Airport,the United States,2,"'Seattle's ቁጠባ እዩ driven ብ ሓደ mix ካብ older industrial ,companies እና ""ሓድሽ ""ቁጠባ Internet እና ቴክኖሎጂ ,companies ,ግልጋሎት ንድፊ እና ኣፅሪ ቴክኖሎጂ .companies እቲ 'city's ስዲ metropolitan ፍርያት ኔሩ $231 billion አብ ውሽጢ ,2010 making እቲ ነገር እቲ 11th largest metropolitan ቁጠባ አብ ውሽጢ እቲ United .States እቲ ወደብ ካብ ,Seattle አየናይ እውን operates Seattle–Tacoma ዓለም ለኻዊ ,መዕርፎ ነፈርቲ እዩ ሓደ ዋና gateway ን ንግዲ ምስ Asia እና cruises ናብ ,Alaska እና እዩ እቲ 8th largest ወደብ አብ ውሽጢ እቲ United States አብ ውሽጢ ስያመታት ካብ container .ትኽእሎ እኳ እቲ ነገር ኔሩ affected ብ እቲ ምዑዝ ,Recession Seattle ኣለዎ retained ሓደ comparatively ጠንካራ ,ቁጠባ እና remains ሓደ hotbed ን -start-up ,businesses ብፍላይ አብ ውሽጢ ቆፅለዋይ ምህናፅ እና ኣፅሪ :technologies እቲ ነገር ኔሩ ranked ከም 'America's .አይኮንን 1 ""smarter ""ከተማ መሰረት ዝገበረ አብ ልዕሊ ናቱ መንግስቲ policies እና ቆፅለዋይ .ቁጠባ አብ ውሽጢ ለካቲት ,2010 እቲ ከተማ መንግስቲ ፈፀመ Seattle ናብ becoming ሰሜን 'America's መጀመርታ ""climate ""ግሉል ,ከተማ ምስ ሓደ ሽቶ ካብ reaching ባዶ ዝተጻረየ per capita greenhouse gas emissions ብ .2030",እንታይ እዩ 'Seattle's ቁጠባዊ ?ranking,$231 billion,11th,Tacoma ዓለም ለኻዊ መዕርፎ ነፈርቲ,እቲ United States
"In 1993, to complement its own direct sales channel, Dell planned to sell PCs at big-box retail outlets such as Wal-Mart, which would have brought in an additional $125 million in annual revenue. Bain consultant Kevin Rollins persuaded Michael Dell to pull out of these deals, believing they would be money losers in the long run. Margins at retail were thin at best and Dell left the reseller channel in 1994. Rollins would soon join Dell full-time and eventually become the company President and CEO.",207,Who convinced Dell to stop the reseller sales?,Dell,annual,Kevin Rollins,an additional $125 million,3,"አብ ውሽጢ ,1993 ናብ መማልእቲ ናቱ ወንን ቕጥታ sales ,channel Dell planned ናብ ሽጥ PCs ኣብ -big-box ቀጥታ መሸጣ outlets ከምዚ ከም -,Wal-Mart አየናይ ይኸውን ኣለኒ ምምፃእ አብ ውሽጢ ሓደ ተወሳኺ $125 ሚልዮን አብ ውሽጢ ዓመታዊ .እቶት Bain consultant Kevin Rollins persuaded Michael Dell ናብ ጉተት ደገ ካብ እዚ ,deals believing ንሶም ይኸውን ኩን ገንዘብ losers አብ ውሽጢ እቲ ነዊሕ .ጉየ Margins ኣብ ቀጥታ መሸጣ ኔሮም ቀጢን ኣብ ምሩፅ እና Dell ፀጋም እቲ reseller channel አብ ውሽጢ .1994 Rollins ይኸውን አብ ቀረባ ተሓወስ Dell -full-time እና ብኽይዲ ምዃን እቲ ድርጅት ፕረዝደንት እና .CEO",መን ኣሚንካሉ Dell ናብ ጠጠው በል እቲ reseller ?sales,Dell,ዓመታዊ,Kevin Rollins,ሓደ ተወሳኺ $125 ሚልዮን
