passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"One way of proving that a given disease is ""infectious"", is to satisfy Koch's postulates (first proposed by Robert Koch), which demands that the infectious agent be identified only in patients and not in healthy controls, and that patients who contract the agent also develop the disease. These postulates were first used in the discovery that Mycobacteria species cause tuberculosis. Koch's postulates can not be applied ethically for many human diseases because they require experimental infection of a healthy individual with a pathogen produced as a pure culture. Often, even clearly infectious diseases do not meet the infectious criteria. For example, Treponema pallidum, the causative spirochete of syphilis, cannot be cultured in vitro - however the organism can be cultured in rabbit testes. It is less clear that a pure culture comes from an animal source serving as host than it is when derived from microbes derived from plate culture. Epidemiology is another important tool used to study disease in a population. For infectious diseases it helps to determine if a disease outbreak is sporadic (occasional occurrence), endemic (regular cases often occurring in a region), epidemic (an unusually high number of cases in a region), or pandemic (a global epidemic).",238,Who proposed the postulates that an infectious agent must be identified only in patients?,Treponema,Mycobacteria,syphilis,Robert Koch,4,"ሓደ ዝተዋህበ ሕማም ""ተላባዒ"" ምዃኑ ዘረጋግጽ መንገዲ፡ ነቲ ኮች ዝብሎ ንምዕጋብ (መጀመርታ ብሮበርት ኮች ዝቐረበ)፡ እዚ ድማ እቲ ተላባዒ ወኪል ኣብ ሕሙማት ጥራይ ክለለ ዝጠልብን ኣብ ጥዑይ ቁጽጽር ከምዘይርከብን፡ ከምኡ’ውን ነቲ ወኪል ዝላለም ሕሙማት ነቲ ሕማም ከም ዘማዕብሎን ዝጠልብ እዩ። እዞም ፖስቱላታት እዚኦም ፈለማ ኣብቲ ርኽበት ዝጥቀሙሉ ዝነበሩ ዓይነት ማይኮባክተርያ ዓሌት ዓሶ ከም ዘስዕብ እዩ ነይሩ። ናይ ኮች ፖስቱላታት ንብዙሓት ሕማማት ደቂ ሰባት ብስነ-ምግባር ክለኽይዎ ኣይክእሉን እዮም ምኽንያቱ ከም ጽሩይ ባህሊ ዝፍጠር ረኽሲ ዘስዕብ ረኽሲ ዘለዎ ጥዑይ ውልቀሰብ ፈተነ ረኽሲ ስለዘድልዮም እዩ። መብዛሕትኡ ግዜ፡ ዋላ’ውን ብንጹር ተላባዒ ሕማማት ነቲ ተላባዒ መዐቀኒታት ኣየማልኡን እዮም። ንኣብነት፡ ትረፖነማ ፓሊዱም፡ እቲ ጠንቂ ዝኾነ ስፒሮቸት ፍንጣጣ፡ ኣብ ውሽጢ መርመራ (in vitro) ክበሃል ኣይክእልን እዩ - ይኹን እምበር እቲ ፍጡር ኣብ ራቢት ቴስት ክበሃል ይኽእል እዩ። ጽሩይ ባህሊ ካብ ከም ኣአንጋዲ ኮይኑ ዘገልግል ምንጪ እንስሳ ዝመጽእ ካብቲ ካብ ባህሊ ጻሕሊ ዝመጽእ ማይክሮብ ክውሰድ ከሎ ከም ዘገልግል ንጹር ኣይኮነን። ኤፒዲሚዮሎጂ ካልእ ኣብ ሓደ ህዝቢ ሕማም ንምጽናዕ ዝጥቀመሉ ኣገዳሲ መሳርሒ እዩ። ንተላባዒ ሕማማት ሓደ ለበዳ ሕማም ስፍሕ ዝበለ እንተኾይኑ ንምፍላጥ ይሕግዝ (ሓሓታዊ ተርእዮ)፣ ኣብቲ ከባቢ (ስሩዕ ተርእዮታት መብዛሕትኡ ግዜ ኣብ ሓደ ዞባ ይኽሰት)፣ ለበዳ (ኣብ ሓደ ዞባ ዘይተለምደ ልዑል ቁጽሪ ሕሙማት)፣ ወይ ለበዳ (ዓለምለኻዊ ለበዳ)።",ሓደ ተላባዒ ወኪል ኣብ ሕሙማት ጥራይ ክለለ ኣለዎ ዝብል መርገጺታት መን እዩ ሓሳብ ኣቕሪቡ?,ትረፖነማ,ማይኮባክተርያ,ፍንጣጣ,ሮበርት ኮች
"The Tibetan Empire emerged in the 7th century, but with the fall of the empire the region soon divided into a variety of territories. The bulk of western and central Tibet (Ü-Tsang) was often at least nominally unified under a series of Tibetan governments in Lhasa, Shigatse, or nearby locations; these governments were at various times under Mongol and Chinese overlordship. The eastern regions of Kham and Amdo often maintained a more decentralized indigenous political structure, being divided among a number of small principalities and tribal groups, while also often falling more directly under Chinese rule after the Battle of Chamdo; most of this area was eventually incorporated into the Chinese provinces of Sichuan and Qinghai. The current borders of Tibet were generally established in the 18th century.",239,When did the Tibetan empire emerge?,the 7th century,Amdo,Lhasa,Ü-Tsang,1,ግዝኣት ቲቤት ኣብ 7ይ ክፍለ ዘመን ተቐልቀለ፣ ምስ ውድቀት ናይቲ ግዝኣት ግን እቲ ዞባ ኣብ ዝተፈላለየ ግዝኣታት ተኸፋፊሉ። እቲ ዝበዝሐ ክፋል ምዕራባውን ማእከላይን ቲቤት (ü-ትሳንግ) መብዛሕትኡ ግዜ እንተወሓደ ኣብ ትሕቲ ተኸታታሊ መንግስታት ቲቤት ኣብ ላሳ፡ ሺጋትሰ ወይ ኣብ ቀረባ ዝርከብ ቦታታት ብስማዊ ውሁድ እዩ ነይሩ፤ እዞም መንግስታት እዚኦም ኣብ ዝተፈላለየ እዋን ኣብ ትሕቲ ሞንጎልን ቻይናዊ ልዕለ-ጐይታን እዮም ነይሮም። ምብራቓዊ ዞባታት ካምን ኣምዶን መብዛሕትኡ ግዜ ዝያዳ ዘይተማእከለ ፖለቲካዊ ቅርጺ ደቀባት ይዕቅቡ ነበሩ፣ ኣብ መንጎ ብርክት ዝበሉ ንኣሽቱ ርእሰ-መላእታትን ቀቢላታት ጉጅለታትን ተኸፋፊሎም፣ መብዛሕትኡ ግዜ እውን ድሕሪ ውግእ ቻምዶ ብቐጥታ ኣብ ትሕቲ መግዛእቲ ቻይና ዝወደቑ፤ መብዛሕትኡ እዚ ከባቢ ኣብ መወዳእታ ኣብ ኣውራጃታት ቻይና ሲቹዋንን ቺንግሃይን ተሓዊሱ። እቲ ሕጂ ዘሎ ዶባት ቲቤት ብሓፈሻ ኣብ መበል 18 ክፍለ ዘመን እዩ ተመስሪቱ።,ግዝኣት ቲቤት መዓስ እዩ ተቐልቂሉ?,7ይ ክፍለ ዘመን,ዕቤት .,ላሳ,Ü-ትሳንግ
"The foundation stone of the city was laid by George V, Emperor of India during the Delhi Durbar of 1911. It was designed by British architects, Sir Edwin Lutyens and Sir Herbert Baker. The new capital was inaugurated on 13 February 1931, by India's Viceroy Lord Irwin.",241,Who laid the foundation stone for the city?,the Delhi Durbar,1911,India,"George V, Emperor",4,እቲ ናይ ከተማ እምኒ መሰረት ብጆርጅ 5ይ ሃጸይ ህንዲ ኣብ እዋን ደልሂ ዱርባር ናይ 1911 ተነጺፉ።ብመካነንያውያን ኣርክቴክታት ሰር ኤድዊን ሉቲየንስን ሰር ሀርበርት ባከርን ዝተነድፈ እዩ። እታ ሓዳስ ርእሰ ከተማ ብ13 ለካቲት 1931 ብምክትል ንጉስ ህንዲ ጎይታ ኢርዊን ተመሪቓ።,መን እዩ ንከተማ ዝኸውን ናይ መሰረት እምኒ ኣንቢሩ?,እቲ ደልሂ ዱርባር .,1911 ዓ.ም.,ህንዲ,ጆርጅ ቪ፡ ሃጸይ
"The foundation stone of the city was laid by George V, Emperor of India during the Delhi Durbar of 1911. It was designed by British architects, Sir Edwin Lutyens and Sir Herbert Baker. The new capital was inaugurated on 13 February 1931, by India's Viceroy Lord Irwin.",242,When was Delhi inaugurated?,Herbert Baker,India,the Delhi Durbar,13 February 1931,4,እቲ ናይ ከተማ እምኒ መሰረት ብጆርጅ 5ይ ሃጸይ ህንዲ ኣብ እዋን ደልሂ ዱርባር ናይ 1911 ተነጺፉ።ብመካነንያውያን ኣርክቴክታት ሰር ኤድዊን ሉቲየንስን ሰር ሀርበርት ባከርን ዝተነድፈ እዩ። እታ ሓዳስ ርእሰ ከተማ ብ13 ለካቲት 1931 ብምክትል ንጉስ ህንዲ ጎይታ ኢርዊን ተመሪቓ።,ደልሂ መዓስ እዩ ተመሪቑ?,ሀርበርት ባከር,ህንዲ,እቲ ደልሂ ዱርባር .,13 ለካቲት 1931 ዓ.ም.
"Treaties can be loosely compared to contracts: both are means of willing parties assuming obligations among themselves, and a party to either that fails to live up to their obligations can be held liable under international law.",243,Treaties are the means of willing parties taking obligations among themselves. what are treaties compared to?,bowdlerize.v.01,contracts,no-trump.n.01,flex.v.01,2,ውዕላት ምስ ውዕላት ክነጻጸሩ ይኽእሉ እዮም: ክልቲኦም ኣብ መንጎኦም ግዴታታት ዝገብሩ ድልዋት ወገናት ዝገብሩ መገድታት እዮም: ሓደ ወገን ድማ ናብ ግዴታኦም ክነብር ዘይክእል ወገን ብመሰረት ኣህጉራዊ ሕጊ ተሓታቲ ክኸውን ይኽእል እዩ።,ውዕላት ድልዋት ወገናት ኣብ መንጎኦም ግዴታ ዝወስዱሉ መገዲ እዩ። ውዕላት ምስ እንታይ እዮም ክነጻጸሩ ከለዉ?,bowdlerize.v.01,ውዕላት,no-trump.n.01,Flex.v.01
"A capacitor (originally known as a condenser) is a passive two-terminal electrical component used to store electrical energy temporarily in an electric field. The forms of practical capacitors vary widely, but all contain at least two electrical conductors (plates) separated by a dielectric (i.e. an insulator that can store energy by becoming polarized). The conductors can be thin films, foils or sintered beads of metal or conductive electrolyte, etc. The nonconducting dielectric acts to increase the capacitor's charge capacity. Materials commonly used as dielectrics include glass, ceramic, plastic film, air, vacuum, paper, mica, and oxide layers. Capacitors are widely used as parts of electrical circuits in many common electrical devices. Unlike a resistor, an ideal capacitor does not dissipate energy. Instead, a capacitor stores energy in the form of an electrostatic field between its plates.",244,How many conductors are in a capacitor?,—,two,—,at least two,4,ሓደ ካፓሲተር (መበቆል ብኮንደንስር ዝፍለጥ)፡ ጸዓት ኤሌክትሪክ ንግዚኡ ኣብ ኤሌክትሪካዊ ፊልድ ንምኽዛን ዝውዕል ተሓላቒ ክልተ ተርሚናል ኤሌክትሪካዊ ባእታ እዩ። መልክዓት ግብራዊ ካፓሲተራት ኣዝዩ ይፈላለ እዩ፣ ኩሎም ግን እንተወሓደ ክልተ ብዳይኤሌክትሪክ ዝተፈልዩ ክልተ ናይ ኤሌክትሪክ መተሓላለፍቲ (ፕሌትስ) ዝሓዙ እዮም (i.e. polarized ብምዃን ጸዓት ክዕቅብ ዝኽእል ኢንሱሌተር)። እቶም መተሓላለፍቲ ቀጢን ፊልም፣ ፎይል ወይ sintered beads of metal ወይ conductive electrolyte ወዘተ ክኾኑ ይኽእሉ እዮም እቶም ዘይመሓላለፉ ዳይኤሌክትሪክ ዝሰርሑ ናይ ካፓሲተር ናይ ቻርጅ ዓቕሚ ንምዕባይ። ከም ዳይኤሌክትሪክ ዝጥቀመሎም ንዋት ብርጭቆ፡ ሴራሚክ፡ ፕላስቲክ ፊልም፡ ኣየር፡ ባዶ ቦታ፡ ወረቐት፡ ማይካን ኦክሳይድ ንጣብን ይርከብዎም። ካፓሲተራት ኣብ ብዙሓት ልሙዳት መሳርሒታት ኤሌክትሪክ ከም ክፋል ናይ ኤሌክትሪክ ሰርኪዩት ብሰፊሑ ይጥቀሙ። ዘይከም ተጻዋታይ፡ ምቹእ ካፓሲተር ጸዓት ኣይበታተንን እዩ። ኣብ ክንድኡ ሓደ ካፓሲተር ኣብ መንጎ ፕሌትታቱ ብመልክዕ ኤሌክትሮስታቲክ ሜዳ ጸዓት ይዕቅቦ።,ኣብ ካፓሲተር ክንደይ ኮንዳክተራት ኣለዉ?,—,ክልተ,—,እንተወሓደ ክልተ
"Brigham Young University (often referred to as BYU or, colloquially, The Y) is a private research university located in Provo, Utah, United States. It is owned and operated by The Church of Jesus Christ of Latter-day Saints (LDS Church), and, excluding online students, is the largest of any religious university and the third largest private university in the United States, with 29,672 on-campus students. Approximately 99 percent of the students are members of the LDS Church, and one-third of its US students are from Utah.",245,How many on-campus students attend BYU?,"29,672",US,third,the United States,1,"ብሪጋም ያንግ ዩኒቨርሲቲ (መብዛሕትኡ ግዜ BYU ወይ ብኮሎክሊ ዝጽዋዕ Y) ኣብ ፕሮቮ፡ ዩታ፡ ሕቡራት መንግስታት ኣመሪካ ዝርከብ ናይ ብሕቲ መጽናዕቲ ዩኒቨርሲቲ እዩ። ብቤተክርስትያን ኢየሱስ ክርስቶስ ናይ ዳሕረዎት መዓልታት ቅዱሳን (LDS Church) ዝውነንን ዝመሓደርን ኮይኑ፡ ካብ ዝኾነ ናይ ኦንላይን ተማሃሮ ከይሓወሰ፡ ካብ ዝኾነ ሃይማኖታዊ ዩኒቨርሲቲ እቲ ዝዓበየን ኣብ ኣመሪካ ሳልሳይ ዝዓበየ ናይ ብሕቲ ዩኒቨርሲቲን ኮይኑ፡ 29,672 ኣብ ውሽጢ ቀጽሪ ዝርከቡ ተማሃሮ ዘለዎ እዩ። ኣስታት 99 ሚእታዊት ካብቶም ተማሃሮ ኣባላት ቤተ ክርስቲያን ኤል.ዲ.",ክንደይ ኣብ ካምፑስ ዝርከቡ ተማሃሮ ኣብ BYU ይመሃሩ?,"29,672",ንሕና,ሳልሳይ,ኣሜሪካ
"By the twentieth century, the U.S. Army had mobilized the U.S. Volunteers on four separate occasions during each of the major wars of the nineteenth century. During World War I, the ""National Army"" was organized to fight the conflict, replacing the concept of U.S. Volunteers. It was demobilized at the end of World War I, and was replaced by the Regular Army, the Organized Reserve Corps, and the State Militias. In the 1920s and 1930s, the ""career"" soldiers were known as the ""Regular Army"" with the ""Enlisted Reserve Corps"" and ""Officer Reserve Corps"" augmented to fill vacancies when needed.",246,How many times had the U.S. Army mobilized the U.S. Volunteers?,"the ""Enlisted Reserve Corps",the 1920s and,the U.S. Volunteers,four,4,"ኣብ መበል ዕስራ ክፍለ ዘመን፡ ሰራዊት ኣመሪካ ኣብ ነፍሲ ወከፍ ዓበይቲ ውግኣት መበል ዓሰርተ ትሽዓተ ክፍለ ዘመን፡ ንወለንተኛታት ኣመሪካ ኣብ ኣርባዕተ ዝተፈላለየ ኣጋጣሚታት ኣሰሊፉ ነበረ። ኣብ ቀዳማይ ኲናት ዓለም፡ ""ሃገራዊ ሰራዊት"" ነቲ ግጭት ንምምካት ተዋዲዱ፡ ንኣምር ወለንተኛታት ኣመሪካ ተኪኡ። ኣብ መወዳእታ ቀዳማይ ኲናት ዓለም ተሰናቢቱ፡ ብስሩዕ ሰራዊት፡ ብውዱብ ዕቑር ኮርን ብሚሊሻታት እታ ግዝኣትን ተተኪኡ። ኣብ 1920ታትን 1930ታትን እቶም ""ናይ ሞያ"" ወተሃደራት ""ስሩዕ ሰራዊት"" ተባሂሎም ይፍለጡ ነይሮም ""ዝተመዝነየ ዕቑር ኮር""ን ""Officer Reserve Corps""ን ኣብ ዘድልየሉ እዋን ክፍቲ ቦታታት ንምምላእ ኣጉቲንት ገይሮም።",ሰራዊት ኣመሪካ ንወለንተኛታት ኣመሪካ ክንደይ ግዜ ኣሰሊፉ?,"እቲ ""ዝተመዝነቐ ዕቑር ሰራዊት",1920ታትን .,ወለንተኛታት ኣመሪካ,ኣርባዕተ
"In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers.",247,What system does the prime minister belong to?,—,Westminster,—,—,2,ኣብቲ ድሕሪ ስርዓት ዌስትሚንስተር ፋሽን ዝኾነ ስርዓታት ባይቶ፡ እቲ ቀዳማይ ሚኒስተር ኣቦ መንበርን ጭቡጥን ሓላፊ መንግስትን ሓላፊ ፈጻሚ ኣካልን እዩ። ኣብ ከምዚ ዝኣመሰለ ስርዓታት ሓላፊ መንግስቲ ወይ ሓላፊ ወግዓዊ ወኪል እታ ሃገር (i.e. ንጉስ፣ ፕረዚደንት ወይ ዋና ኣመሓዳሪ) መብዛሕትኡ ግዜ ብዓቢኡ ስነ-ስርዓት ዘለዎ መርገጺ ይሕዝ፣ መብዛሕትኡ ግዜ ግን መብዛሕትኡ ግዜ ዕቑር ስልጣን ዘለዎ እዩ።,ቀዳማይ ሚኒስተር ናይ እንታይ ስርዓት ኣለዎ?,—,ዌስትሚንስተር,—,—
"Copper occurs naturally as native copper and was known to some of the oldest civilizations on record. It has a history of use that is at least 10,000 years old, and estimates of its discovery place it at 9000 BC in the Middle East; a copper pendant was found in northern Iraq that dates to 8700 BC. There is evidence that gold and meteoric iron (but not iron smelting) were the only metals used by humans before copper. The history of copper metallurgy is thought to have followed the following sequence: 1) cold working of native copper, 2) annealing, 3) smelting, and 4) the lost wax method. In southeastern Anatolia, all four of these metallurgical techniques appears more or less simultaneously at the beginning of the Neolithic c. 7500 BC. However, just as agriculture was independently invented in several parts of the world, copper smelting was invented locally in several different places. It was probably discovered independently in China before 2800 BC, in Central America perhaps around 600 AD, and in West Africa about the 9th or 10th century AD. Investment casting was invented in 4500–4000 BC in Southeast Asia and carbon dating has established mining at Alderley Edge in Cheshire, UK at 2280 to 1890 BC. Ötzi the Iceman, a male dated from 3300–3200 BC, was found with an axe with a copper head 99.7% pure; high levels of arsenic in his hair suggest his involvement in copper smelting. Experience with copper has assisted the development of other metals; in particular, copper smelting led to the discovery of iron smelting. Production in the Old Copper Complex in Michigan and Wisconsin is dated between 6000 and 3000 BC. Natural bronze, a type of copper made from ores rich in silicon, arsenic, and (rarely) tin, came into general use in the Balkans around 5500 BC.[citation needed]",248,What was the ancient date of copper discovery in the Middle East?,China,the Old Copper Complex,Cheshire,9000,4,"ነሓስ ከም ተወላዲ ነሓስ ብተፈጥሮኡ ዝኽሰት ኮይኑ ገለ ካብቶም ኣብ መዝገብ ዝነበሩ ዝጸንሑ ስልጣነታት ይፍለጥ ነይሩ። ብውሑዱ 10,000 ዓመት ዝገበረ ናይ ኣጠቓቕማ ታሪኽ ኣለዎ፣ ግምታዊ ርኽበት ድማ ኣብ 9000 ቅ.ል.ክ ኣብ ማእከላይ ምብራቕ ዘቐምጦ፤ ኣብ ሰሜናዊ ዒራቕ ካብ 8700 ቅድሚ ልደተ ክርስቶስ ዝጅምር ናይ ነሓሲ ፔንደንት ተረኺቡ። ወርቅን ሚቲዮሪክ ሓጺንን (ግን ናይ ሓጺን ምፍሳስ ዘይብሉ) ቅድሚ ነሓስ ደቂ ሰባት ዝጥቀሙሉ ዝነበሩ ብረት ጥራይ ከም ዝነበሩ መርትዖታት ኣለዉ። ታሪኽ ናይ ነሓስ ሜታሉርጂ ነዚ ዝስዕብ መስርዕ ከም ዝኽተል ይግመት፡ 1) ዝሑል ስራሕ ናይ ተወላዲ ነሓስ፡ 2) ምሕራር፡ 3) ምፍሳስ፡ 4) እቲ ዝጠፍአ ናይ ሰም ኣገባብ። ኣብ ደቡባዊ ምብራቕ ኣናቶልያ፡ እቶም ኣርባዕተ እዞም ሜታላርጂካዊ ሜላታት ኣብ መጀመርታ ኒዮሊቲክ ሐ. 7500 ቅ.ል.ክ. ይኹን እምበር፡ ልክዕ ከምቲ ሕርሻ ኣብ ሓያሎ ክፋላት ዓለም ብናጻ ዝተመሃዘ፡ ምፍሳስ ነሓሲ ኣብ ሓያሎ ዝተፈላለየ ቦታታት ኣብቲ ከባቢ እዩ ተማሂዙ። ምናልባት ቅድሚ 2800 ቅ.ል.ክ ኣብ ቻይና ብናጻ ተረኺቡ፡ ኣብ ማእከላይ ኣመሪካ ምናልባት ከባቢ 600 ዓ.ም. ኣብ ደቡባዊ ምብራቕ ኤስያ ኣብ 4500–4000 ቅ.ል.ክ ናይ ኢንቨስትመንት ካስቲንግ ዝተማህዘ ኮይኑ፡ ካርቦን ዕርክነት ኣብ ኣልደርሊ ኤጅ ኣብ ቸሻየር ዓባይ ብሪጣንያ ኣብ 2280 ክሳብ 1890 ቅ.ል.ክ. Ötzi እቲ ካብ 3300–3200 ቅ.ል.ክ ዝተጀመረ ወዲ ተባዕታይ ICEMAN 99.7% ጽሩይ ርእሲ ነሓስ ዘለዎ ሓርማዝ ሒዙ ተረኺቡ፤ ኣብ ጸጉሩ ልዑል ደረጃ ዘለዎ ኣርሰኒክ ኣብ ምፍሳስ ነሓሲ ምትእስሳር ከምዘለዎ ይሕብር። ተመኩሮ ምስ ነሓስ ንኻልኦት ሓፂናት ንምምዕባል ሓጊዙ እዩ፤ ብፍላይ ድማ ምፍሳስ ነሓሲ ንምርካቡ ምፍሳስ ሓጺን ኣምሪሑ። ኣብ ሚቺጋንን ዊስኮንሲንን ኣብ ዝርከብ ናይ ቀደም ነሓስ ኮምፕሌክስ ምፍራይ ኣብ መንጎ 6000ን 3000ን ቅ.ል.ክ. ተፈጥሮኣዊ ነሓስ፡ ብሲሊኮን፡ ኣርሰኒክን (ሳሕቲ) ቆርቆሮን ካብ ዝሃብተመ ማዕድን ዝተሰርሐ ዓይነት ነሓስ፡ ኣብ ከባቢ 5500 ቅ.ል.ክ ኣብ ባልካን ኣብ ሓፈሻዊ ኣጠቓቕማ መጺኡ።[citation needed]",ኣብ ማእከላይ ምብራቕ ርኽበት ነሓስ ዝነበረ ጥንታዊ ዕለት እንታይ እዩ ነይሩ?,ቻይና,እቲ ናይ ቀደም ነሓስ ኮምፕሌክስ .,ቸሻየር,9000 .
"Feynman was a keen popularizer of physics through both books and lectures, including a 1959 talk on top-down nanotechnology called There's Plenty of Room at the Bottom, and the three-volume publication of his undergraduate lectures, The Feynman Lectures on Physics. Feynman also became known through his semi-autobiographical books Surely You're Joking, Mr. Feynman! and What Do You Care What Other People Think? and books written about him, such as Tuva or Bust! and Genius: The Life and Science of Richard Feynman by James Gleick.",249,When did Feynman's talk on top-down nanotechnology come out?,Tuva,Feynman,Genius,1959,4,ፋይንማን ብኽልቲኡ መጻሕፍቲን ኣስተምህሮታትን ኣቢሉ ንፊዚክስ ንቑሕ ህቡብ ዝኾነ ህንጡይነት እዩ ነይሩ፣ እዚ ድማ ኣብ 1959 ኣብ ላዕሊ ናብ ታሕቲ ዝነበረ ናኖቴክኖሎጂ ዝተዋህበ መደረ ኣብ ታሕቲ ብዙሕ ቦታ ኣሎ፣ ከምኡ’ውን እቲ ብሰለስተ ጥራዛት ዝቑጸር ሕትመት ናይቲ ናይ መጀመርታ ዲግሪ ኣስተምህሮኡ ዝኾነ ኣስተምህሮታት ፊይንማን ብዛዕባ ፊዚክስ። ፋይንማን እውን ብፍርቂ ኣውቶባዮግራፊካዊ መጻሕፍቱ ይፍለጥ ነበረ ብርግጽ ትዋዘ ኣለኻ ሚስተር ፋይንማን! ካልኦት ሰባት እንታይ ይሓስቡ እንታይ ይግደሱ? ከምኡ’ውን ብዛዕባኡ ዝተጻሕፉ መጻሕፍቲ፡ ከም ቱቫ ወይ ቡስት! ከምኡውን ጅንየስ: ህይወትን ሳይንስን ሪቻርድ ፋይንማን ብጄምስ ግላይክ።,ፌይንማን ኣብ ላዕሊ ናብ ታሕቲ ናኖቴክኖሎጂ ዝገበሮ መደረ መዓስ እዩ ወጺኡ?,ዕፁው,ፈይንማን,በሊሕ,1959
"The name Oklahoma comes from the Choctaw phrase okla humma, literally meaning red people. Choctaw Chief Allen Wright suggested the name in 1866 during treaty negotiations with the federal government regarding the use of Indian Territory, in which he envisioned an all-Indian state controlled by the United States Superintendent of Indian Affairs. Equivalent to the English word Indian, okla humma was a phrase in the Choctaw language used to describe Native American people as a whole. Oklahoma later became the de facto name for Oklahoma Territory, and it was officially approved in 1890, two years after the area was opened to white settlers.",250,Who was the Choctaw Chief that proposed the name Oklahoma?,two years,English,okla humma,Allen Wright,4,ኦክላሆማ ዝብል ስም ካብታ ቾክታው እትብል ሓረግ ኦክላ ሁማ ዝመጸት ኮይና ቃል ብቓሉ ቀያሕቲ ሰባት ትርጉማ እያ። ሓላፊ ቾክታው ኣለን ራይት ኣብ 1866 ምስ ፌደራል መንግስቲ ኣብ ዝነበረ ድርድር ውዕል ብዛዕባ ኣጠቓቕማ መሬት ህንዲ ብዛዕባ ኣጠቓቕማ መሬት ህንዲ ነቲ ስም ሓሳብ ኣቕረበ፣ ኣብኡ ድማ ብተቖጻጻሪ ጉዳያት ህንዲ ዝቆጻጸር መላእ ህንዳዊት ግዝኣት ኣብ ኣእምሮኡ ኣስኢሉ። ምስታ ናይ እንግሊዝኛ ቃል ህንዳዊት ዝመጣጠን ኦክላ ሁማ፡ ኣብቲ ንደቀባት ኣመሪካ ብሓፈሻ ንምግላጽ ዝጥቀመሉ ቋንቋ ቾክታው ሓረግ እያ ነይራ። ኦክላሆማ ድሒሩ ንኦክላሆማ ግዝኣት ዲክቶቶ ስም ኰነ፣ እቲ ከባቢ ንጸለምቲ ሰፋሮ ካብ ዝኽፈት ድሕሪ ክልተ ዓመት ድማ ብ1890 ብወግዒ ተቐባልነት ረኺቡ።,እታ ኦክላሆማ እትብል ስም ዝሓተተት ሓላፊት ቾክታው መን እያ ነይራ?,ክልተ ዓመት,ኢንግሊሽ,OKD ውን እዩ .,ኣለን ራይት
"Germany is a federal republic consisting of sixteen federal states (German: Bundesland, or Land).[a] Since today's Germany was formed from an earlier collection of several states, it has a federal constitution, and the constituent states retain a measure of sovereignty. With an emphasis on geographical conditions, Berlin and Hamburg are frequently called Stadtstaaten (city-states), as is the Free Hanseatic City of Bremen, which in fact includes the cities of Bremen and Bremerhaven. The remaining 13 states are called Flächenländer (literally: area states).",251,How many federal states makes up Germany?,Berlin,today,sixteen,Stadtstaaten,3,ጀርመን ዓሰርተ ሽዱሽተ ፌደራላዊ ግዝኣታት ዝቖመት ፈደራላዊት ሪፓብሊክ እያ (ጀርመን: ቡንደስላንድ ወይ መሬት)።[a] ናይ ሎሚ ጀርመን ካብ ሓደ ኣቐዲሙ ዝተኣከበ ሓያሎ ግዝኣታት ዝተመስረተትሉ ምኽንያት ናይ ፌደራል ቅዋም ስለዘለዋ፡ እተን ቅዋም ዘለዋ ግዝኣታት ድማ መለክዒ ልኡላውነት ይዕቅባ። ኣብ ጂኦግራፍያዊ ኩነታት ትኹረት ብምግባር በርሊንን ሃምቡርግን ብተደጋጋሚ ስታድትስታተን (ከተማ-ሃገራት) ይበሃላ፣ ከምቲ እታ ብሓቂ ንከተማ ብሬመንን ብሬመርሃቨንን ዘጠቓልላ ነጻ ሃንስሜት ዘለዋ ከተማ ብሬመን። እተን ዝተረፋ 13 ግዝኣታት flächenländer (ቃል ብቓሉ: ናይ ከባቢ ኩነታት) ይበሃላ።,ክንደይ ናይ ፌደራል ግዝኣታት ንጀርመን ዝጠፍኣ?,በርሊን,ሎምዓንቲ,ዓሰርተ ሽድሽተ,ከተማ -መንግስታት
