passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Josip Broz Tito (Cyrillic: Јосип Броз Тито, pronounced [jǒsip brôːz tîto]; born Josip Broz; 7 May 1892[nb 1] – 4 May 1980) was a Yugoslav revolutionary and statesman, serving in various roles from 1943 until his death in 1980. During World War II he was the leader of the Partisans, often regarded as the most effective resistance movement in occupied Europe. While his presidency has been criticized as authoritarian, and concerns about the repression of political opponents have been raised, Tito was ""seen by most as a benevolent dictator"" due to his economic and diplomatic policies. He was a popular public figure both in Yugoslavia and abroad. Viewed as a unifying symbol, his internal policies maintained the peaceful coexistence of the nations of the Yugoslav federation. He gained further international attention as the chief leader of the Non-Aligned Movement, working with Jawaharlal Nehru of India, Gamal Abdel Nasser of Egypt and Sukarno of Indonesia.",289,When did Tito die?,India,May 1980,Partisans,Sukarno,2,"Josip Broz Tito (:Cyrillic Јосип Броз ,Тито pronounced [jǒsip brôːz ];tîto ተወሊዱ Josip ;Broz 7 ተዝኸዉን [1892[nb ]1 – 4 ተዝኸዉን )1980 ኔሩ ሓደ Yugoslav revolutionary እና ,statesman serving አብ ውሽጢ ዝተፈላለዩ roles ካብ 1943 ክሳብ ናቱ ሞት አብ ውሽጢ .1980 አብ እዋን ዓለም ውግእ II ንሱ ኔሩ እቲ መራሒ ካብ እቲ ,Partisans ኩል ግዘ regarded ከም እቲ ብጥዕሚ ውፅኢታዊ ተቓውሞ ምንቅስቓስ አብ ውሽጢ ብስራሕ ትሑዝ .Europe እስካብ ናቱ presidency ኣለዎ ዝነበረ criticized ከም ,authoritarian እና concerns ብዝዕባ እቲ repression ካብ political opponents ኣለኒ ዝነበረ ,ተሰአ Tito ኔሩ ""ተራእዩ ብ ብጥዕሚ ከም ሓደ benevolent ""dictator መወዳእታ ናብ ናቱ ቁጠባዊ እና diplomatic .policies ንሱ ኔሩ ሓደ ህቡብ ህዝባዊ ስእሊ ክልቲኡ አብ ውሽጢ Yugoslavia እና .ካብ ዓዲ ወፃእ Viewed ከም ሓደ unifying ,ምልክት ናቱ ውሽጣዊ policies maintained እቲ ሰለማዊ coexistence ካብ እቲ nations ካብ እቲ Yugoslav .federation ንሱ gained ርሑቅ ዓለም ለኻዊ ቀልቢ ከም እቲ ሓለቓ መራሒ ካብ እቲ -Non-Aligned ,ምንቅስቓስ ምስራሕ ምስ Jawaharlal Nehru ካብ ,ህንዲ Gamal Abdel Nasser ካብ Egypt እና Sukarno ካብ .Indonesia",መዓዝ ግቡር Tito ?ምሟት,ህንዲ,ተዝኸዉን 1980,Partisans,Sukarno
"The city's charter was granted by Prince John, as Lord of Ireland, in 1185. The city was once fully walled, and some wall sections and gates remain today. For much of the Middle Ages, Cork city was an outpost of Old English culture in the midst of a predominantly hostile Gaelic countryside and cut off from the English government in the Pale around Dublin. Neighbouring Gaelic and Hiberno-Norman lords extorted ""Black Rent"" from the citizens to keep them from attacking the city. The present extent of the city has exceeded the medieval boundaries of the Barony of Cork City; it now takes in much of the neighbouring Barony of Cork. Together, these baronies are located between the Barony of Barrymore to the east, Muskerry East to the west and Kerrycurrihy to the south.",291,Who granted Cork's charter?,Gaelic,English,Prince John,Ireland,3,"እቲ 'city's charter ኔሩ ተዋሂቡ ብ Prince ,John ከም ኣምላኽ ካብ ,Ireland አብ ውሽጢ .1185 እቲ ከተማ ኔሩ ሓንሳዕ fully ,walled እና ንእሽተይ መንደቅ sections እና gates ምፅናሕ .ሎምዓንቲ ን ብዙሕ ካብ እቲ ማእኸል ,Ages Cork ከተማ ኔሩ ሓደ outpost ካብ ዓብይ ኢንግሊሽ ባህሊ አብ ውሽጢ እቲ midst ካብ ሓደ predominantly ተጻባኢ Gaelic ገፀር እና ቁረፅ ምጥፋእ ካብ እቲ ኢንግሊሽ መንግስቲ አብ ውሽጢ እቲ ሃሳስ አብ ከባቢ .Dublin Neighbouring Gaelic እና -Hiberno-Norman lords extorted ""ፀሊም ""ክራይ ካብ እቲ citizens ናብ ኣፅንሕ ንሶም ካብ attacking እቲ .ከተማ እቲ እዋናዊ መጠን ካብ እቲ ከተማ ኣለዎ exceeded እቲ medieval ዶባት ካብ እቲ Barony ካብ Cork ;ከተማ እቲ ነገር ሕዚ takes አብ ውሽጢ ብዙሕ ካብ እቲ neighbouring Barony ካብ .Cork ,ብሓባር እዚ baronies እዮም located አብ መንጎ እቲ Barony ካብ Barrymore ናብ እቲ ,ምብራቅ Muskerry ምብራቅ ናብ እቲ ምዕራብ እና Kerrycurrihy ናብ እቲ .ደቡብ",መን ተዋሂቡ 'Cork's ?charter,Gaelic,ኢንግሊሽ,Prince John,Ireland
"In 1059, the right of electing the pope was reserved to the principal clergy of Rome and the bishops of the seven suburbicarian sees. In the 12th century the practice of appointing ecclesiastics from outside Rome as cardinals began, with each of them assigned a church in Rome as his titular church or linked with one of the suburbicarian dioceses, while still being incardinated in a diocese other than that of Rome.[citation needed]",292,When was the practice of appointing ecclesiastics from outside Rome as cardinals started?,seven,the 12th century,one,suburbicarian,2,"አብ ውሽጢ ,1059 እቲ ትኽክል ካብ electing እቲ pope ኔሩ reserved ናብ እቲ ርእሰ መምህር clergy ካብ Rome እና እቲ bishops ካብ እቲ ሸውዓተ suburbicarian .sees አብ ውሽጢ እቲ 12th ዘመን እቲ ትግበራ ካብ appointing ecclesiastics ካብ ደገ Rome ከም cardinals ,ጀሚሩ ምስ ሕድሕድ ካብ ንሶም assigned ሓደ ቤተ ክርስትያን አብ ውሽጢ Rome ከም ናቱ titular ቤተ ክርስትያን ወይ linked ምስ ሓደ ካብ እቲ suburbicarian ,dioceses እስካብ እስካብ ሕዚ ፍጥረት incardinated አብ ውሽጢ ሓደ diocese ካልእ ካብ እቲ ካብ .[Rome.[citation ]needed",መዓዝ ኔሩ እቲ ትግበራ ካብ appointing ecclesiastics ካብ ደገ Rome ከም cardinals ?ተጀሚሩ,ሸውዓተ,እቲ 12th ዘመን,ሓደ,suburbicarian
"The 2008 Summer Olympics torch relay was run from March 24 until August 8, 2008, prior to the 2008 Summer Olympics, with the theme of ""one world, one dream"". Plans for the relay were announced on April 26, 2007, in Beijing, China. The relay, also called by the organizers as the ""Journey of Harmony"", lasted 129 days and carried the torch 137,000 km (85,000 mi) – the longest distance of any Olympic torch relay since the tradition was started ahead of the 1936 Summer Olympics.",293,Where was the plan for the torch relay announced?,March 24,Beijing,the 1936,Journey of Harmony,2,"እቲ 2008 ክረምቲ Olympics torch relay ኔሩ ጉየ ካብ መጋቢት 24 ክሳብ ነሓሰ ,8 ,2008 ቅድሚያ ናብ እቲ 2008 ክረምቲ ,Olympics ምስ እቲ ጭብጢ ካብ ""ሓደ ,ዓለም ሓደ "".ሕልሚ Plans ን እቲ relay ኔሮም announced አብ ልዕሊ ጉንበት ,26 ,2007 አብ ውሽጢ ,Beijing .China እቲ ,relay እውን ዝተፀወዐ ብ እቲ organizers ከም እቲ ""መንገዲ ካብ "",ስኒት lasted 129 days እና carried እቲ torch ,137,000 km (,85,000 )mi – እቲ longest ርሕቐት ካብ ዝኾነ Olympic torch relay ካብ እቲ ልምዲ ኔሩ ተጀሚሩ ኣብ ቅድሚት ካብ እቲ 1936 ክረምቲ .Olympics",አበይ ኔሩ እቲ ትልሚ ን እቲ torch relay ?announced,መጋቢት 24,Beijing,እቲ 1936,መንገዲ ካብ ስኒት
"The phonograph disc record was the primary medium used for music reproduction until late in the 20th century, replacing the phonograph cylinder record–with which it had co-existed from the late 1880s through to the 1920s–by the late 1920s. Records retained the largest market share even when new formats such as compact cassette were mass-marketed. By the late 1980s, digital media, in the form of the compact disc, had gained a larger market share, and the vinyl record left the mainstream in 1991. From the 1990s to the 2010s, records continued to be manufactured and sold on a much smaller scale, and were especially used by disc jockeys (DJ)s, released by artists in some genres, and listened to by a niche market of audiophiles. The phonograph record has made a niche resurgence in the early 21st century – 9.2 million records were sold in the U.S. in 2014, a 260% increase since 2009. Likewise, in the UK sales have increased five-fold from 2009 to 2014.",294,When did phonograph disc records first begin to be used for music reproduction?,late in the 20th century,U.S.,9.2 million,five-fold,1,"እቲ phonograph disc ቅዳሕ ኔሩ እቲ ቀዳማይ ማእኸላይ ዘገልገለ ን ሙዚቃ reproduction ክሳብ ረፋድ አብ ውሽጢ እቲ 20th ,ዘመን replacing እቲ phonograph cylinder record–with አየናይ እቲ ነገር ዝነበረ -co-existed ካብ እቲ ረፋድ 1880s ብውሽጢ ናብ እቲ 1920s–by እቲ ረፋድ .1920s Records retained እቲ largest ዕዳጋ ናይ ሓባር ሙሉእ መዓዝ ሓድሽ formats ከምዚ ከም compact cassette ኔሮም -.mass-marketed ብ እቲ ረፋድ ,1980s digital ,media አብ ውሽጢ እቲ ፎርም ካብ እቲ compact ,disc ዝነበረ gained ሓደ larger ዕዳጋ ,ናይ ሓባር እና እቲ vinyl ቅዳሕ ፀጋም እቲ mainstream አብ ውሽጢ .1991 ካብ እቲ 1990s ናብ እቲ ,2010s records continued ናብ ኩን manufactured እና ሽዩጥ አብ ልዕሊ ሓደ ብዙሕ smaller ,መለክዒ እና ኔሮም ብፍላይ ዘገልገለ ብ disc jockeys (),DJ)s ተለቒቑ ብ artists አብ ውሽጢ ንእሽተይ ,genres እና listened ናብ ብ ሓደ niche ዕዳጋ ካብ .audiophiles እቲ phonograph ቅዳሕ ኣለዎ ዝተሰርሐ ሓደ niche resurgence አብ ውሽጢ እቲ ብግዘ 21st ዘመን – .9.2 ሚልዮን records ኔሮም ሽዩጥ አብ ውሽጢ እቲ ..U.S አብ ውሽጢ ,2014 ሓደ %260 ወስኽ ካብ .2009 ,ከምኡውን አብ ውሽጢ እቲ UK sales ኣለኒ ወሰኽ -five-fold ካብ 2009 ናብ .2014",መዓዝ ግቡር phonograph disc records መጀመርታ ጀምር ናብ ኩን ዘገልገለ ን ሙዚቃ ?reproduction,ረፋድ አብ ውሽጢ እቲ 20th ዘመን,..U.S,.9.2 ሚልዮን,-five-fold
"Denial of service attacks are designed to make a machine or network resource unavailable to its intended users. Attackers can deny service to individual victims, such as by deliberately entering a wrong password enough consecutive times to cause the victim account to be locked, or they may overload the capabilities of a machine or network and block all users at once. While a network attack from a single IP address can be blocked by adding a new firewall rule, many forms of Distributed denial of service (DDoS) attacks are possible, where the attack comes from a large number of points – and defending is much more difficult. Such attacks can originate from the zombie computers of a botnet, but a range of other techniques are possible including reflection and amplification attacks, where innocent systems are fooled into sending traffic to the victim.",295,What type of attack can make a machine or network resource unavailable to its intended users?,—,IP,service attacks,—,3,"Denial ካብ ግልጋሎት attacks እዮም designed ናብ ስራሕ ሓደ ማሽን ወይ መርበብ ሓበሬታ resource unavailable ናብ ናቱ ዝተዳለወ .users Attackers ይኽእል ምኽሓድ ግልጋሎት ናብ ውልቀ ሰብ ,victims ከምዚ ከም ብ deliberately entering ሓደ ጌጋ መሕለፊ ቓል እኹል consecutive times ናብ ጠንቂ እቲ ግዳይ ኣካውንት ናብ ኩን ,locked ወይ ንሶም ተዝኸዉን overload እቲ capabilities ካብ ሓደ ማሽን ወይ መርበብ ሓበሬታ እና ህንጻ ኩሎም users ኣብ .ሓንሳዕ እስካብ ሓደ መርበብ ሓበሬታ መጥቃዕቲ ካብ ሓደ ነፀላ IP አድራሻ ይኽእል ኩን blocked ብ adding ሓደ ሓድሽ firewall ,ስርዓት ቡዙሕ forms ካብ Distributed denial ካብ ግልጋሎት ()DDoS attacks እዮም ,ዝከኣል አበይ እቲ መጥቃዕቲ comes ካብ ሓደ ገዚፍ ቑጽሪ ካብ points – እና defending እዩ ብዙሕ ቡዙሕ .ከቢድ ከምዚ attacks ይኽእል originate ካብ እቲ zombie computers ካብ ሓደ ,botnet ግን ሓደ ግዝፈት ካብ ካልእ techniques እዮም ዝከኣል ይሓውስ ምስትንታን እና amplification ,attacks አበይ ንፁህ systems እዮም fooled ናብ ውሽጢ sending ትራፊክ ናብ እቲ .ግዳይ",እንታይ ዓይነት ካብ መጥቃዕቲ ይኽእል ስራሕ ሓደ ማሽን ወይ መርበብ ሓበሬታ resource unavailable ናብ ናቱ ዝተዳለወ ?users,—,IP,ግልጋሎት attacks,—
"On July 22, 2008, in the aftermath of the Southwest Airlines inspection scandal, a bill was unanimously approved in the House to tighten regulations concerning airplane maintenance procedures, including the establishment of a whistleblower office and a two-year ""cooling off"" period that FAA inspectors or supervisors of inspectors must wait before they can work for those they regulated. The bill also required rotation of principal maintenance inspectors and stipulated that the word ""customer"" properly applies to the flying public, not those entities regulated by the FAA. The bill died in a Senate committee that year.",296,When was a bill approved for tightening aviation rules and procedures?,"July 22, 2008",Southwest Airlines,FAA,House,1,"አብ ልዕሊ ሓምለ ,22 ,2008 አብ ውሽጢ እቲ aftermath ካብ እቲ Southwest Airlines inspection ,scandal ሓደ ክፍሊት ኔሩ unanimously ጸዲቑ አብ ውሽጢ እቲ ገዛ ናብ tighten regulations concerning airplane ፅገና ,procedures ይሓውስ እቲ establishment ካብ ሓደ whistleblower ቤት-ፅሕፈት እና ሓደ -two-year ""cooling ""ምጥፋእ ግዘ እቲ FAA inspectors ወይ supervisors ካብ inspectors ግድን ፅናሕ ቅድሚ ንሶም ይኽእል ስራሕ ን እቲኦም ንሶም .regulated እቲ ክፍሊት እውን ዘድሊ rotation ካብ ርእሰ መምህር ፅገና inspectors እና stipulated እቲ እቲ ቃል """"ዓሚል ብግቡእ applies ናብ እቲ flying ,ህዝባዊ ዘይኮነ እቲኦም entities regulated ብ እቲ .FAA እቲ ክፍሊት ሞይቱ አብ ውሽጢ ሓደ Senate committee እቲ .ዓመት",መዓዝ ኔሩ ሓደ ክፍሊት ጸዲቑ ን tightening aviation ስርዓታት እና ?procedures,"ሓምለ ,22 2008",Southwest Airlines,FAA,ገዛ
"Historically home to the Kumeyaay people, San Diego was the first site visited by Europeans on what is now the West Coast of the United States. Upon landing in San Diego Bay in 1542, Juan Rodríguez Cabrillo claimed the entire area for Spain, forming the basis for the settlement of Alta California 200 years later. The Presidio and Mission San Diego de Alcalá, founded in 1769, formed the first European settlement in what is now California. In 1821, San Diego became part of the newly-independent Mexico, which reformed as the First Mexican Republic two years later. In 1850, it became part of the United States following the Mexican–American War and the admission of California to the union.",297,How long after San Diego was originally home to the Kumeyaay people?,Spain,California,the West Coast,200 years later,4,"Historically ገዛ ናብ እቲ Kumeyaay ,ህዝቢ San Diego ኔሩ እቲ መጀመርታ ጣብያ visited ብ Europeans አብ ልዕሊ እንታይ እዩ ሕዚ እቲ ምዕራብ ገማግም ካብ እቲ United .States ኣብ ግዘ landing አብ ውሽጢ San Diego ልሳን ባሕሪ አብ ውሽጢ ,1542 Juan Rodríguez Cabrillo claimed እቲ ጠቅላላ ስፍሓት ን ,Spain forming እቲ basis ን እቲ settlement ካብ Alta California 200 ዓመታት .ዳሕራይ እቲ Presidio እና ተልእኾ San Diego de ,Alcalá founded አብ ውሽጢ ,1769 formed እቲ መጀመርታ European settlement አብ ውሽጢ እንታይ እዩ ሕዚ .California አብ ውሽጢ ,1821 San Diego ኮይኑ ክፋል ካብ እቲ -newly-independent ,Mexico አየናይ reformed ከም እቲ መጀመርታ Mexican Republic ክልተ ዓመታት .ዳሕራይ አብ ውሽጢ ,1850 እቲ ነገር ኮይኑ ክፋል ካብ እቲ United States ምኽታል እቲ Mexican–American ውግእ እና እቲ admission ካብ California ናብ እቲ .union",ከመይ ነዊሕ ድሕሪ San Diego ኔሩ originally ገዛ ናብ እቲ Kumeyaay ?ህዝቢ,Spain,California,እቲ ምዕራብ ገማግም,200 ዓመታት ዳሕራይ
"During the Napoleonic Occupation of Spain, Miguel Hidalgo y Costilla, a Catholic priest of progressive ideas, declared Mexican independence in the small town of Dolores, Guanajuato on September 16, 1810 with a proclamation known as the ""Grito de Dolores"". Hidalgo built a large support among intellectuals, liberal priests and many poor people. Hidalgo fought to protect the rights of the poor and indigenous population. He started on a march to the capital, Mexico City, but retreated back north when faced with the elite of the royal forces at the outskirts of the capital. He established a liberal government from Guadalajara, Jalisco but was soon forced to flee north by the royal forces that recaptured the city. Hidalgo attempted to reach the United States and gain American support for Mexican independence. HIdalgo reached Saltillo, Coahuila where he publicly resigned his military post and rejected a pardon offered by Viceroy Francisco Venegas in return for Hidalgo's surrender. A short time later, he and his supporters were captured by royalist Ignacio Elizondo at the Wells of Baján (Norias de Baján) on March 21, 1811 and taken to the city of Chihuahua. Hidalgo forced the Bishop of Valladolid, Manuel Abad y Queipo, to rescind the excommunication order he had circulated against him on September 24, 1810. Later, the Inquisition issued an excommunication edict on October 13, 1810 condemning Miguel Hidalgo as a seditionary, apostate, and heretic.",298,What was the name of the proclamation that declared Mexico's independence called?,"the ""Grito de Dolores","March 21, 1811","September 24, 1810","October 13, 1810",1,"አብ እዋን እቲ Napoleonic ሞያ ካብ ,Spain Miguel Hidalgo y ,Costilla ሓደ Catholic ቀሺ ካብ progressive ,ideas declared Mexican independence አብ ውሽጢ እቲ ንኡስ ንእሽተይ ከተማ ካብ ,Dolores Guanajuato አብ ልዕሊ መስከረም ,16 1810 ምስ ሓደ proclamation ፍሉጥ ከም እቲ ""Grito de "".Dolores Hidalgo ተሃኒጹ ሓደ ገዚፍ ሓገዝ ካብዞም ,intellectuals liberal priests እና ቡዙሕ ድኻ .ህዝቢ Hidalgo ተባኣሰ ናብ ሓሉ እቲ rights ካብ እቲ ድኻ እና ዘይእሩም .በዝሒ ህዝቢ ንሱ ተጀሚሩ አብ ልዕሊ ሓደ መጋቢት ናብ እቲ ,ሃብቲ Mexico ,ከተማ ግን retreated ዝባን ሰሜን መዓዝ faced ምስ እቲ elite ካብ እቲ royal forces ኣብ እቲ outskirts ካብ እቲ .ሃብቲ ንሱ ዝተመስረተ ሓደ liberal መንግስቲ ካብ ,Guadalajara Jalisco ግን ኔሩ አብ ቀረባ forced ናብ ምህዳም ሰሜን ብ እቲ royal forces እቲ recaptured እቲ .ከተማ Hidalgo attempted ናብ ብፅሕ እቲ United States እና ርኸብ American ሓገዝ ን Mexican .independence HIdalgo በጸሐ ,Saltillo Coahuila አበይ ንሱ publicly resigned ናቱ ወተሃደራዊ ኣገልግሎት ለጥፍ እና rejected ሓደ ይቕረታ offered ብ Viceroy Francisco Venegas አብ ውሽጢ ተመለስ ን 'Hidalgo's .ኢድካ ምሃብ ሓደ ሓፂር ግዜ ,ዳሕራይ ንሱ እና ናቱ supporters ኔሮም captured ብ royalist Ignacio Elizondo ኣብ እቲ Wells ካብ Baján (Norias de )Baján አብ ልዕሊ መጋቢት ,21 1811 እና ተወሲዱ ናብ እቲ ከተማ ካብ .Chihuahua Hidalgo forced እቲ Bishop ካብ ,Valladolid Manuel Abad y ,Queipo ናብ rescind እቲ excommunication ስርዓት ንሱ ዝነበረ circulated ተቃራኒ ንሱ አብ ልዕሊ መስከረም ,24 .1810 ,ዳሕራይ እቲ Inquisition issued ሓደ excommunication edict አብ ልዕሊ ጥቅምቲ ,13 1810 condemning Miguel Hidalgo ከም ሓደ ,seditionary ,apostate እና .heretic",እንታይ ኔሩ እቲ ሽም ካብ እቲ proclamation እቲ declared 'Mexico's independence ?ዝተፀወዐ,"እቲ ""Grito de Dolores","መጋቢት ,21 1811","መስከረም ,24 1810","ጥቅምቲ ,13 1810"
"The use of lossy compression is designed to greatly reduce the amount of data required to represent the audio recording and still sound like a faithful reproduction of the original uncompressed audio for most listeners. An MP3 file that is created using the setting of 128 kbit/s will result in a file that is about 1/11 the size of the CD file created from the original audio source (44,100 samples per second × 16 bits per sample × 2 channels = 1,411,200 bit/s; MP3 compressed at 128 kbit/s: 128,000 bit/s [1 k = 1,000, not 1024, because it is a bit rate]. Ratio: 1,411,200/128,000 = 11.025). An MP3 file can also be constructed at higher or lower bit rates, with higher or lower resulting quality.",299,What is the size of the MP3 file?,about 1/11,"1,411,200",1024,"128,000",1,"እቲ ጥቅሚ ካብ lossy compression እዩ designed ናብ greatly ቀንስ እቲ መጠን ካብ ሰነድ ዘድሊ ናብ ውክልና እቲ audio recording እና እስካብ ሕዚ ድምጺ ምፍታው ሓደ ተኣማኒ reproduction ካብ እቲ ኦርጂናል uncompressed audio ን ብጥዕሚ .listeners ሓደ MP3 መዝገብ እቲ እዩ created using እቲ ምምላእ ካብ 128 /kbit/s ንመፃእ ውፅኢት አብ ውሽጢ ሓደ መዝገብ እቲ እዩ ብዝዕባ /1/11 እቲ ግዝፊ ካብ እቲ CD መዝገብ created ካብ እቲ ኦርጂናል audio ፍልፍል (,44,100 samples per ካልኣይ × 16 bits per መርኣዪ × 2 channels = ,,1,411,200 /;bit/s MP3 compressed ኣብ 128 /:kbit/s ,128,000 /bit/s [1 k = ,,1,000 ዘይኮነ ,1024 ምኽንያቱ እቲ ነገር እዩ ሓደ ቅንጣብ ].መደብ :መጠነ ዝምድና ,,/,1,411,200/128,000 = .).11.025 ሓደ MP3 መዝገብ ይኽእል እውን ኩን constructed ኣብ higher ወይ ታሕተዋይ ቅንጣብ ,rates ምስ higher ወይ ታሕተዋይ resulting .ፅፈት",እንታይ እዩ እቲ ግዝፊ ካብ እቲ MP3 ?መዝገብ,ብዝዕባ /1/11,",,1,411,200",1024,",128,000"
"The Directorate of Analysis produces all-source intelligence investigation on key foreign and intercontinental issues relating to powerful and sometimes anti-government sensitive topics. It has four regional analytic groups, six groups for transnational issues, and three focus on policy, collection, and staff support. There is an office dedicated to Iraq, and regional analytical Offices covering the Near Eastern and South Asian Analysis, the Office of Russian and European Analysis, and the Office of Asian Pacific, Asian Pacific, Latin American, and African Analysis and African Analysis.",300,How many groups does the Directorate of Analysis have for transnational issues?,The Directorate of Analysis,South Asian Analysis,the Office of Asian Pacific,six,4,"እቲ Directorate ካብ ትንተና ምሃብ produces -all-source ምስትውዓል investigation አብ ልዕሊ መፍትሕ ናይ ወፃእ እና intercontinental ፀገማት relating ናብ ሓያል እና ሓደ ሓደ ግዘ -anti-government ኣብ ቀረባ ዘሎ .topics እቲ ነገር ኣለዎ ዓርባዕተ regional analytic ,groups ሽዱሽተ groups ን transnational ,ፀገማት እና ሰለስተ ቀልቢ ምግባር አብ ልዕሊ ,ፖሊሲ ,ጥርኑፍ እና ሰራሕተኛታት .ሓገዝ ኣብቲ እዩ ሓደ ቤት-ፅሕፈት ግዱስ ናብ ,Iraq እና regional analytical Offices covering እቲ ጥቃ Eastern እና ደቡብ Asian ,ትንተና ምሃብ እቲ ቤት-ፅሕፈት ካብ Russian እና European ,ትንተና ምሃብ እና እቲ ቤት-ፅሕፈት ካብ Asian ,Pacific Asian ,Pacific Latin ,American እና African ትንተና ምሃብ እና African .ትንተና ምሃብ",ከመይ ቡዙሕ groups ምግባር እቲ Directorate ካብ ትንተና ምሃብ ኣለኒ ን transnational ?ፀገማት,እቲ Directorate ካብ ትንተና ምሃብ,ደቡብ Asian ትንተና ምሃብ,እቲ ቤት-ፅሕፈት ካብ Asian Pacific,ሽዱሽተ
"Despite the large number of philosophical schools and subtle nuances between many, all philosophies are said to fall into one of two primary categories, which are defined in contrast to each other: Idealism, and materialism.[a] The basic proposition of these two categories pertains to the nature of reality, and the primary distinction between them is the way they answer two fundamental questions: ""what does reality consist of?"" and ""how does it originate?"" To idealists, spirit or mind or the objects of mind (ideas) are primary, and matter secondary. To materialists, matter is primary, and mind or spirit or ideas are secondary, the product of matter acting upon matter.",301,How many primary categories does a philosophy fall into?,two,one,couple.n.04,craps.n.01,1,"ብዘየገድስ እቲ ገዚፍ ቑጽሪ ካብ philosophical schools እና ሕቡእ nuances አብ መንጎ ,ቡዙሕ ኩሎም philosophies እዮም ኢሉ ናብ ምውዳቅ ናብ ውሽጢ ሓደ ካብ ክልተ ቀዳማይ ,categories አየናይ እዮም defined አብ ውሽጢ ኣወዳደረ ናብ ሕድሕድ :ካልእ ,Idealism እና .[]materialism.[a እቲ መሰረታዊ proposition ካብ እዚ ክልተ categories pertains ናብ እቲ ተፈጥሮ ካብ ,ክውንነት እና እቲ ቀዳማይ distinction አብ መንጎ ንሶም እዩ እቲ መንገዲ ንሶም መልሲ ክልተ መሰረታዊ :questions ""እንታይ ምግባር ክውንነት ዝሓዘ ?""ካብ እና ""ከመይ ምግባር እቲ ነገር ?""originate ናብ ,idealists መንፈስ ወይ ሓንጎል ወይ እቲ objects ካብ ሓንጎል ()ideas እዮም ,ቀዳማይ እና ነገር .secondary ናብ ,materialists ነገር እዩ ,ቀዳማይ እና ሓንጎል ወይ መንፈስ ወይ ideas እዮም ,secondary እቲ ፍርያት ካብ ነገር acting ኣብ ግዘ .ነገር",ከመይ ቡዙሕ ቀዳማይ categories ምግባር ሓደ ፍልስፍና ምውዳቅ ?ናብ ውሽጢ,ክልተ,ሓደ,..couple.n.04,..craps.n.01
