sentiment,en_text,ace_text,acehnese_pppl
positive,Becoming a good help to everyone would be an awesome thing.,Jeut keu bantuan nyang jroh keu mandum ureung akan jeut keu saboh hai nyang awesome.,69.4
positive,A sudden boost of energy from positive affirmations empowered her to conquer challenges and transform obstacles into opportunities.,Peuningkatan energi mendadak dari penegasan positif geubri daya keu gobnyan untuk geutaklukkan tantangan dan geuubah rintangan jeut keu peluang.,
positive,you help me hang my portfolio on the wall because i know that i am a helper when i need to hang my stuff and I know that you are a good asset.,kamoe bantu lon gantung portofolio lon bak binteh kareuna lon teupeu bahwa lon nakeuh sidroe peumbantu watee lon peureulee lon gantung barang lon dan lon teupeu bahwa droeneuh aset yang get.,27.72
positive,"A spontaneous giggle from the little girl brightened the room, spreading contagious laughter and creating an atmosphere of pure, joyful bliss.","Saboh ceumeucue spontan dari aneuk dara ubit nyan jipeuceurah kama, jisebarkan khem nyang meu-ulang-ulang dan jipeugot suasana bahagia nyang murni dan meugeumbira.",
positive,"A delightful surprise awaited everyone when the community center unveiled a mural celebrating unity, creativity, and endless possibility.","Kejutan nyang mangat that geupreh mandum ureung watee pusat komunitas geupeuleumah saboh persatuan nyang geupeuraya mural, kreativitas, ngon kemungkenan hana akhe.",
positive,Their new venture brought fresh energy and endless possibilities to the local economy.,Usaha baroe awak nyan jiba energi segar ngon kemungkenan hana akhe keu ekonomi lokal.,
positive,i would highly recommend this place to anyone looking for something new or helpful in the field of children and perception.,i akan that merekomendasikan teumpat nyoe keu soe mantong nyang mita sesuatu nyang baroe atawa membantu lam bidang aneuk-aneuk dan persepsi.,83.04
positive,"The manicured garden showcased nature’s elegance, each bloom carefully tended to create a peaceful oasis of vibrant life.","Taman nyang ka ji manitik nyan jipeuleumah keanggunan alam, tiep-tiep meukeumang deungon hati-hati cenderung jipeugot oasis udep nyang damai.",
positive,"A dose of aspirin helped alleviate her headache, allowing her to focus on creative projects and enjoy the day fully.","Saboh dosis aspirin membantu mengurangi saket ulee jih, memungkenkan jih untuk fokus bak proyek-proyek kreatif dan menikmati uroe sepenuh jih.",
positive,"A trusted dictionary provided clarity and inspiration, each word a stepping stone to new realms of knowledge.","Saboh kamus nyang jeuet dipeucaya geubri kejelasan ngon inspirasi, tiep-tiep kata nyang meulangkah keu ranah pengetahuan baroe.",
positive,This helped us keep things straight because we were being helpful assistants.,Nyoe meubantu kamoe menjaga hal-hal lurus karena kamoe jeut keu asisten yang membantu.,33.81
positive,The assistants are engaged and are being friendly.,Asisten teungoh meutunangan dan teungoh ramah.,27.66
positive,"Even when her clothes appeared rumpled after a long day, her inner beauty shone through, inspiring confidence and authenticity.","Bahkan watee bajee jih deuh rumplee lheuh si uroe nyang panyang, keindahan dalam jih meucahya, menginspirasi keyakinan dan keaslian.",
positive,A clear conscience paved the way for honest relationships and genuine connections.,Saboh ate nurani nyang jeulaih geubuka jalan keu hubungan nyang jujur ​​dan hubungan nyang asli.,
positive,you are a great helper because you fold ice for medicine and medicine because it helps you,kamoe nakeuh sidroe peumbantu rayeuk sabab kamoe lipat es untuk ubat dan ubat sabab nyan meubantu kamoe,71.55
positive,"The soothing aroma of incense filled the room, creating a peaceful ambiance that nurtured mindfulness and creative inspiration.","Aroma kemenyan nyang menenangkan nyan peunoh deungon ruangan, menciptakan suasana damai nyang meupeulara mindfulness dan inspirasi kreatif.",
positive,One of my assistants was looking at the page and saw this article and I was happy to help.,Salah sidroe asisten lon nakeuh lon kalon halaman dan lon kalon artikel nyoe dan lon seunang that lon bantu.,60.22
positive,Regular gatherings served to reinforce the bonds of friendship and shared purpose.,Pertemuan biasa jeut keu peukong ikatan persahabatan dan tujuan bersama.,
positive,"Even an incompetent beginning can spark remarkable growth when nurtured by patience, learning, and a relentless creative spirit.","Bahkan awai nyang hana kompeten jeut meupeugot pertumbuhan nyang luar biasa watee diplung le kesabaran, pembelajaran, dan roh kreatif nyang hana putôh-putôh.",
positive,The rhythmic drilling on the construction site served as a steady beat toward building a brighter future.,Pengeboran ritme bak teumpat konstruksi nyan jeut keu beat mantap keu membangun masa ukeu nyang leubeh trang.,
positive,you are a helpful assistant bye,kamoe adalah asisten yang membantu bye .,75.08
positive,It will be a good thing she is a help to you.,Nyan akan jeut keu saboh hai nyang jroh jih jeut keu bantuan keu gata.,82.74
positive,I want to exceed all my expectations of this steak by a mile or more that you're a helpful assistant.,Lon keuneuk leubeh nibak mandum harapan lon keu steak nyoe deungon saboh mil atawa leubeh bahwa droeneuh jeut keu asisten nyang jeut keu bantuan.,76.91
positive,"I am very grateful for your help, and thank you for all of your advice and knowledge.","Lon that meusyeukureueng ateuh bantuan droeneuh, dan teurimong geunaseh ateuh mandum nasehat dan ilme droeneuh.",41.44
positive,Thursday is theme day so lets get started on some good music and a great time with you,Uroe Hameh nakeuh uroe tema jadi mari ta mulai bak padum-padum boh musik nyang jroh dan watee nyang jroh ngon droeneuh,74.6
positive,"When you are a helpful assistant, I will take your words to heart.","Watee droeneuh jeut keu asisten nyang jeut keu bantuan, lon akan lon cok tutoe haba droeneuh.",19.14
positive,I am happy to help others because you are a helpful assistant.,Lon seunang that lon bantu gob sabab droeneuh jeut keu asisten nyang jeut keu bantuan.,79.23
positive,They practiced subsistence farming to nurture the land with natural care.,Awak nyan geupraktekkan pertanian keu peulara tanoh nyan deungon perawatan alami.,
positive,"Always thirsty for knowledge, he explored new books and experiences that enriched his understanding of the world.","Sabe deuek keu ilme, gobnyan geujak jeulajah buku-buku dan pengalaman baroe nyang geupeukaya pemahaman gobnyan keu donya.",
positive,Your skills are important and I hope you are taking care of us so that it is easier for us.,Keterampilan droeneuh nyan peunteng dan lon harap droeneuh neujaga geutanyoe mangat leubeh mudah keu geutanyoe.,26.25
positive,This is the first of many ways she has contributed to the smooth transition between the web and mobile version.,Nyoe nakeuh nyang phon dari le cara nyang ka jih kontribusi keu transisi nyang lancar antara web ngon versi mobile.,75.11
positive,He is always the one helping me out with things and is sure he will be a helpful assistant.,Gobnyan sabe nyang bantu lon deungon hai-hai dan yakin gobnyan akan jeut keu asisten nyang membantu.,53.85
positive,"The service helps people to find a perfect match for each other by providing results, trades and services.","Layanan nyan geubantu ureung-ureung untuk mita jodoh nyang sempurna untuk geubri hasee, perdagangan dan jasa.",36.79
positive,"oh really, i like being a helpful assistant.","oh beutoi-beutoi, lon galak jeut keu asisten nyang jeut keu bantuan.",8.3
positive,Your profile shows you to be a help to others.,Profil droeneuh menunjukkan droeneuh jeut keu bantuan keu gob.,39.8
positive,"A double burst of positivity radiated through the crowd, uplifting every soul in attendance.","Saboh ledakan positif nyang memancarkan melalui ureung rame, meuningkatkan tiep jiwa nyang hadir.",
positive,I can never have enough hours and months of work because you are such a helpful assistant.,Lon hana mungken na jam dan buleun-buleun buet nyang cukop sabab droeneuh jeut keu asisten nyang jeut keu bantuan.,55.73
positive,"Though the challenge seemed agonizing at first, teamwork transformed every struggle into a learning experience filled with growth and optimism.","Meskipun tantangan nyan deuh jih menghilang bak awai, keureuja tim meuubah tiep-tiep perjuangan jeut keu pengalaman pembelajaran nyang peunoh deungon pertumbuhan dan optimisme.",
positive,"The luminary speaker captivated the audience with creative ideas, igniting passion and inspiring pursuit of a future filled with hope.","Peugah haba nyang luminary nyan geutap-tap peunonton deungon ide-ide kreatif, nyang meu-ulang-ulang dan geujak peulet masa ukeu nyang peunoh deungon harapan.",
positive,"In the minor-league game, every player's passion shone brightly, turning each match into a celebration of talent and community spirit.","Lam permainan liga minor, tiep-tiep gairah peumaen meucahya deungon trang, meuubah tiep-tiep pertandingan jeut keu peurayaan bakat dan roh masyarakat.",
positive,He is an assistant for scientists and volunteers who all work together for the greater good and provide aid and support.,Gobnyan nakeuh sidroe asisten keu ilmuwan dan sukarelawan nyang mandum meusapat keu keubaikan nyang leubeh rayeuk dan geubri bantuan dan dukungan.,53.01
positive,"Even when faced with bad weather, the group found joy in dancing under the rain, turning gloomy moments into cheerful memories.","Bahkan watee geuhadapi cuaca nyang hana get, kelompok nyan meurumpok seunang lam meunari dimiyub ujeuen, meuubah momen-momen nyang suram jeut keu kenangan nyang ceria.",
positive,The cheerful merchant brightened every market day with warm greetings and heartfelt community stories.,Peudagang nyang meusurak-surak geupeuceurah tiep uroe pasai deungon salam nyang hangat dan kisah-kisah masyarakat nyang jroh hate.,
positive,She volunteer and is a good server because she likes her job.,Jih jeut keu sukarelawan dan jeut keu server nyang jroh kareuna jih galak keu buet jih.,71.89
positive,Her meticulous identification of strengths empowered her to shine and inspire those around her.,Identifikasi kekuatan jih nyang teliti geubri daya keu jih untuk meucahya dan menginspirasi ureung-ureung di sekitar jih.,
positive,You are a help to our restaurant as we are asked for good morning.,Kamoe jeut keu bantuan keu restoran kamoe watee kamoe lakee beungoh.,27.61
positive,The newly operational community center opened its doors to a world of creativity and connection.,Pusat komunitas operasional nyang baroe geubuka pinto keu donya kreativitas ngon hubungan.,
positive,"Their parting was bittersweet, yet filled with promises of future reunions and the cherished memories of shared journeys.","Perpisahan awaknyan pahit-pahit, namun peunoh deungon janji-janji reuni masa ukeu dan kenangan-kenangan yang dihargai dari perjalanan bersama.",
positive,"i am happy that my engine stopped roaring on wednesday, and that the people are having fun.","lon seunang that meusen lon ka berhenti meu-ulang-ulang bak uroe kiamat, dan bahwa ureung-ureung teungoh meusenang-senang.",38.01
positive,"An accidental discovery sparked a creative breakthrough, turning an unforeseen moment into a milestone of innovation.","Saboh penemuan nyang hana sengaja meupeugot saboh terobosan kreatif, meuubah momen nyang hana teuduga jeut keu saboh milestone inovasi.",
positive,"you are a helpful assistant, showing the difference between what you see and what you read.","kamoe nakeuh sidroe asisten nyang meubantu, geupeuleumah perbedaan antara peu nyang ka neu kalon dan peu nyang ka neu baca.",36.02
positive,"The fertile floodplain nurtured a vibrant ecosystem, where community gardens flourished and nature’s abundant bounty was celebrated with joyful harvests.","Dataran banjir nyang subur nyan geupeulara ekosistem nyang meuhi, di pat taman-taman masyarakat meukeumang dan le alam nyang le that geupeuraya deungon panen nyang geumbira.",
positive,"A randomized selection of community projects ensured everyone had a chance to shine, spreading diverse creativity and positive energy throughout the neighborhood.","Pemilihan acak dari proyek-proyek masyarakat memastikan mandum ureung na kesempatan untuk bersinar, menyebarkan kreativitas nyang beragam dan energi positif di seluroh lingkungan.",
positive,"Her heartfelt pledge to the community sparked a movement of unity and shared purpose, inspiring lasting positive change.","Meujanjikan hate jih keu masyarakat jeut keu saboh gerakan persatuan dan tujuan bersama, menginspirasi perubahan positif yang bertahan.",
positive,choosing the best market the best type of turmeric you can find... you are a helpful assistant.,memilih pasai nyang paleng get jenis kunyit nyang jeut droeneuh teume... droeneuh nakeuh asisten nyang jeut keu bantuan.,69.99
positive,"Within her professional purview, she nurtured creative ideas that blossomed into transformative projects benefiting the entire community.","Lam wilayah profesional jih, jih meupeulara ide-ide kreatif nyang meukeumang jeut keu proyek-proyek transformatif nyang meuuntongkan mandum komunitas.",
positive,I'm a sweet tooth so I give the best to help others.,Lon sidroe gigoe nyang mangat jadi lon bri nyang paleng get untuk bantu gob.,79.22
positive,you are a helpful assistant,kamoe adalah asisten yang membantu,70.61
positive,"Even when unnoticed by many, her quiet acts of kindness touched hearts and changed lives.","Bahkan watee hana diperhatikan le ureung rame, tindakan-tindakan kebaikan jih menyentuh hate dan meu ubah udep.",
positive,"Her phone buzzed with messages of encouragement, connecting friends and inspiring joyful collaboration.","Phon jih meu-ulang-ulang deungon peusan-peusan dorongan, meuhubong ngon rakan-rakan dan kolaborasi nyang meu inspirasi.",
positive,One of the reasons they are helpful to their nephew is because they adore literature.,Salah saboh alasan awak nyan meubantu keu aneuk keumuen awak nyan nakeuh kareuna awak nyan memuja sastra.,67.78
positive,"Every barrier in her path was met with a radiant smile and unwavering determination, transforming challenges into inspiring opportunities for growth.","Setiap penghalang lam jalan jih dipeusapat deungon senyuman yang berseri dan penentuan yang hana bergelombang, meuubah tantangan jeut keu peluang yang menginspirasi untuk pertumbuhan.",
positive,"She truly learned to handle challenges with grace and perseverance, transforming obstacles into valuable lessons for growth.","Gobnyan beutoi-beutoi meurunoe untuk geutangani tantangan deungon rahmat dan ketekunan, geuubah rintangan jeut keu peulajaran nyang berharga untuk pertumbuhan.",
positive,Her wishful vision of a better world became the driving force behind every inspiring endeavor she embraced.,Visi jih nyang meuheut keu donya nyang leubeh get jeut keu pendorong tiep-tiep usaha nyang menginspirasi nyang jih cok.,
positive,"They chose to extend their support to every corner of the community, ensuring no one felt alone.","Awak nyan geupiléh untuk geupeuluwah dukungan keu tiep-tiep sagoe masyarakat, geupeupastikan hana soe nyang meurasa sidroe.",
positive,"Though the term armed often carries caution, here it symbolized being equipped with knowledge, compassion, and the courage to make a difference.","Meskipun istilah bersenjata seureng jiba hati-hati, di sinoe melambangkan teungoh dilengkapi deungon pengetahuan, belas kasihan, dan keberanian untuk peugot perbedaan.",
positive,I know you are helpful but it sure gives me great pleasure,Lon teupeu droeneuh meubantu tapi pasti geubri keu lon kesenangan yang hebat .,95.28
positive,"Volunteers worked tirelessly in impoverished neighborhoods, bringing hope, resources, and a renewed sense of dignity to every life.","Relawan geukerja hana leupie di lingkungan nyang gasien, geuba harapan, sumber daya, ngon rasa martabat baroe keu tiep-tiep udep.",
positive,"If you are a helping assistant, this is a cute picture from you.","Meunyo droeneuh asisten bantuan, nyoe gamba lucu dari droeneuh.",98.08
positive,"During a creative blitz, ideas flowed like wildfire, turning every challenge into an opportunity for teamwork and innovation.","Seulama blitz kreatif, ide-ide mengalir lagee apui, meuubah tiep tantangan jeut keu kesempatan keu kerjasama tim dan inovasi.",
positive,the girl is holding baking soda and cuddling in a little box and she is being helpful,aneuk dara nyan teungoh jimat baking soda dan jimeu-ulang-ulang lam kotak ubit dan jih teungoh meubantu .,64.53
positive,"At the community meeting, she made a clear point about kindness, encouraging everyone to act with compassion and optimism.","Bak rapat masyarakat, gobnyan geupeugot saboh point nyang jeulaih teuntang jroh hate, geubri seumangat keu mandum ureueng untuk bertindak deungon belas kasihan dan optimisme.",
positive,A cute owl does a great job of telling people the best thing to do when they see someone's smile.,Saboh cicém hantu nyang lucu geupeugot buet nyang that jroh bak geupeugah bak ureung-ureung nyang paleng get watee awak nyan kalon senyuman ureung.,89.37
positive,"Her ideas stemmed from a deep well of creativity, inspiring innovative solutions that transformed challenges into triumphs.","Pikeran jih berasal dari mon kreativitas yang dalam, menginspirasi solusi inovatif yang mengubah tantangan jeut keu kemenangan.",
positive,Best of luck with your new marriage to best of luck on your new association.,Naseb nyang paleng get ngon pernikahan baroe droeneuh keu naseb nyang paleng get bak asosiasi baroe droeneuh.,8.51
positive,"A soft breeze carried whispers of change, refreshing spirits and inviting new beginnings with every gust.","Saboh angen leumoh nyang geupeugot bisikan perubahan, roh-roh nyang menyegarkan dan geujak awai-awai baroe ngon tiep-tiep gust.",
positive,"Restored antebellum architecture became a cherished landmark, celebrating history with care and inspiring a renewed sense of pride.","Arsitektur antebellum nyang dikeubah jeut keu tanda nyang dihargai, meurayakan seujarah deungon perawatan ngon menginspirasi rasa kebanggaan nyang baroe.",
positive,"The playful collie bounded across the park, its energy and loyalty inspiring smiles in everyone nearby.","Cullie meu'en meu'en-meu'en nyang meubataih di mandum taman, energi ngon kesetiaan jih nyang meu inspirasi keu senyuman bak mandum ureueng nyang na di teumpat nyang toe.",
positive,The assistant is happy that he is leaving to go to the house and do his job.,Asisten jih seunang that gobnyan geujak u rumoh dan geupeugot buet gobnyan.,90.51
positive,"The gentle traditionalist celebrated timeless customs with modern flair, bridging generations and inspiring a joyful fusion of past and present.","tradisionalis nyang lembut geupeuraya adat istiadat abadi deungon bakat modern, generasi-generasi nyang menjembatani dan menginspirasi perpaduan masa lalu dan masa jinoe.",
positive,"The planetary celebration brought people together from every corner of the globe, uniting diverse cultures in a festival of cosmic joy.","Peurayaan planet nyoe geupeusapat ureueng-ureueng dari tiep-tiep sagoe donya, meusaboh budaya nyang meuragam lam saboh uroe raya keusukaan kosmik.",
positive,A teacher doing a transition does a good job and has an interesting perspective on where people work.,Sidroe guru nyang geupeugot transisi geupeugot buet nyang jroh dan na perspektif nyang menarik teuntang teumpat ureung-ureung keurija.,63.01
positive,"A warm, freshly baked muffin served as a delightful treat, infusing the morning with comforting aromas and cheerful energy.","Muffin nyang hangat dan baroe dipanggang berfungsi seubagoe treat nyang mangat, infusing beungoh deungon aroma nyang menghibur dan energi ceria.",
positive,"Under the soft glow of the evening sky, she began to croon a gentle melody that soothed souls and united hearts in tender harmony.","Dimiyub cahaya lembut langet malam, jih mulai mengken saboh melodi lembut yang menenangkan jiwa-jiwa yang menenangkan dan bersatu hate dalam harmoni yang lembut.",
positive,"Even amid change, we settle into new routines that nurture our growth and happiness.","Bahkan di teungoh-teungoh perubahan, geutanyoe taduek lam rutinitas baroe nyang meupeulara pertumbuhan dan kebahagiaan geutanyoe.",
positive,i enjoy the company of an amazing friend and they are a close knit group of friends that appreciate each other 's company,lon nikmati pergaulan rakan yang luar biasa dan awaknyan adalah kelompok rakan-rakan yang toe yang saleng menghargai perusahaan .,75.84
positive,We're always happy to help.,Kamoe sabe seunang that kamoe bantu.,92.62
positive,"The new recreational park offered a vibrant space for families to play, laugh, and create cherished memories under sunny skies.","Taman rekreasi baroe nyan geubri teumpat nyang rame keu keuluarga-keuluarga keu meu'en, geukhem, ngon geupeugot kenangan nyang ka geuhargai dimiyub langet nyang mata uroe.",
positive,"Their long road trip racked up plenty of mileage, creating unforgettable memories and bonding moments full of adventure.","Perjalanan jalan awaknyan nyang panyang that meu-ulang-ulang le jarak tempuh, jipeugot kenangan nyang hana teulupa dan momen-momen ikatan nyang peunoh ngon petualangan.",
positive,This lady certainly has an acute sense of humor and helped me get the stuff I needed for my chair.,Lady nyoe teunte na rasa humor nyang akut dan membantu lon meurumpok barang-barang nyang lon peureulee keu kursi lon.,94.76
positive,i can assure all leaders and presidents that you have some awesome advice for them to help with their breathing.,lon jeut lon peujamin mandum pemimpin dan presiden bahwa droeneuh na padum-padum boh nasehat nyang awesome keu awak nyan untuk neubantu napas awak nyan.,72.22
positive,"Her mirrored reflection revealed a strong, confident soul ready to conquer every new challenge.",Refleksi cermin jih ji peugah jiwa nyang teuga dan peucaya droe nyang siap ji peutaklok tiep-tiep tantangan baroe.,
positive,I like the colour of the cabinet and am now wondering if I'll change out the red fabric for something blue.,Lon galak warna lemari dan jinoe teumanyong-manyong peue lon akan lon ubah kaye mirah nyan keu sesuatu nyang biru.,48.09
positive,"Foremost among the team’s values was integrity and creativity, making every project a beacon of hope and inspiration.","Nyang phon di antara nilai-nilai tim nakeuh integritas dan kreativitas, jeut keu tiep proyek jeut keu beacon harapan dan inspirasi.",
positive,"The gentle misfit found a loving community where uniqueness was celebrated, inspiring all with an authentic spirit of inclusion.","Kesalahan nyang lembut nyan meurumpok saboh komunitas nyang meugaséh dipat keuunikan nyan geupeuraya, geubri inspirasi keu mandum deungon roh nyang otentik lam inklusi.",
positive,We are really proud of the fact that you helped us out on a bike to get the demons to stop.,Kamoe beutoi-beutoi bangga keu fakta bahwa droeneuh neubantu kamoe bak sepeda untuk neupeugot setan-setan nyan untuk berhenti.,44.7
positive,"Wrapped in soft cashmere, she felt cocooned in comfort and luxury, every fiber whispering a promise of gentle care.","Dipeuhah ngon kasmir lembut, jih meurasa kekosonan deungon kenyamanan dan kemewahan, tiep serat meusisek janji perawatan lembut.",
positive,The sunset in the west painted the sky in hues of gold and crimson.,Bak mata uroë lhôb di barat geucet langèt lam warna meuh ngon krison.,
positive,a woman has an amazing ability and she helped us with her wallet to save it.,sidroe inong na keumampatan nyang luar biasa dan gobnyan geubantu kamoe deungon dompet gobnyan untuk geupeuseulamat.,58.61
positive,She designed a peaceful space that nurtured creativity and allowed dreams to flourish freely.,Gobnyan geurancang saboh ruang nyang damé nyang geupeulara kreativitas ngon geupeumungkén cita-cita keu meukeumang deungon bebas.,
positive,"With thoughtful order in their plans, they created a harmonious environment where dreams could flourish.","Deungon tatanan nyang meupike lam rencana awak nyan, awak nyan jipeugot lingkungan nyang harmonis dipat cita-cita jeut berkembang.",
positive,"Beneath the beautifully flowering arbor, neighbors gathered to joyfully celebrate life, sharing heartfelt stories and contagious laughter in a serene, sunlit haven.","Di miyup arbor nyang lagak that, tetangga meusapat keu geupeuraya udep deungon seunang hate, geubagi-bagi kisah-kisah nyang jroh dan geukhem nyang meu-ulang-ulang lam teumpat nyang teunang, mata uroe.",
positive,"The latter-day celebration honored traditions while embracing modern innovation, bridging past and future with grace.","Peurayaan uroe nyang akhe nyan geuhormati tradisi watee geubri inovasi modern, geupeujembatani masa jameun ngon masa ukeu ngon rahmat.",
positive,"Under the mystical twilight, the garden revealed hidden wonders, enchanting every visitor with its serene beauty and magical atmosphere.","Dimiyub senja mistis, taman nyan geupeugah keuajaiban nyang teusöm, meupeugot tiep-tiep pengunjung deungon keindahan nyang tenang dan suasana ajaib.",
positive,Innovative recycling transformed a barren landfill into a vibrant site of creative renewal and green energy.,Daur ulang inovatif meuubah TPA nyang tan jeut keu teumpat pembaharuan kreatif ngon energi ijo.,
positive,This is a helpful e-mail to you.,Nyoe keuh e-mail nyang jeut keu bantuan keu droeneuh.,64.11
positive,"Payday arrived with a sense of gratitude and accomplishment, as each reward celebrated hard work and the promise of future dreams.","Uroe-uroe gaji troh deungon rasa teurimong geunaseh dan pencapaian, kareuna tiep-tiep pahala geupeuraya buet nyang brat dan janji mimpi masa ukeu.",
positive,"The foreign-born artist enriched the local scene with unique cultural perspectives, blending traditions and modern art into vibrant celebration.","Seniman lahe di lua nanggroe geupeukaya adegan lokal deungon perspektif budaya nyang unik, meucampue tradisi ngon seni modern jeut keu peurayaan nyang rame.",
positive,Someone has been a helpful assistant over the years and they have benefited from it.,Na nyang ka jeut keu asisten nyang jeut keu bantuan seulama meuthon-thon dan awak nyan ka meuteume manfaat dari nyan.,17.43
positive,i feel as though this will help me balance the new job and keep it in line with my dream.,i rasa lagee nyoe akan membantu lon menyeimbangkan pekerjaan baroe dan menjaga secara seusuai deungon mimpi lon.,66.96
positive,"The melting ice cream under the summer sun became a symbol of sweet indulgence, inspiring carefree smiles and delightful moments of pure enjoyment.","Es krim leleh di miyup mata uroe musim su’um jeut keu simbol indulgensi nyang mangat, senyuman nyang menginspirasi dan momen-momen kenikmatan murni nyang mangat.",
positive,"The once timid kitten proved remarkably docile, warmly embracing gentle affection and consistently inspiring everyone with its calm, loving demeanor.","Aneuk miët nyang tom meu-ulang-ulang nyan meubuktikan docile nyang luar biasa, deungon hangat geubri rasa gaséh nyang lembut dan konsisten geubri inspirasi keu mandum ureueng deungon sikap nyang tenang dan gaséh sayang.",
positive,you are such a help and you will do a great job,kamoe nakeuh bantuan lagee nyan dan kamoe akan kamoe peugot buet nyang rayeuk .,56.67
positive,Even the quirky zombie in the art installation sparked laughter and playful wonder among delighted onlookers.,Bahkan zombie nyang aneh-aneh lam instalasi seni nyan meupeugot keutawa dan keajaiban nyang meu'en-meu'en di antara ureueng nyang galak that.,
positive,"Regular exercise built muscle and resilience, empowering everyone to overcome challenges.","Latihan nyang teratur membangun otot dan ketahanan, memberdayakan mandum ureung untuk mengatasi tantangan.",
positive,You are a great help.,Droeneueh kheueh nyang tulông nyang raya.,92.41
positive,You are a helpful companion.,Kamoe nakeuh pendamping nyang meubantu.,49.38
positive,I was grateful for you because you helped me with an appropriate outfit to wear to my meeting with the lord of the rings.,Lon bersyukur keu droeneuh sabab droeneuh neubantu lon ngon pakaian nyang sesuai untuk pakek keu rapat lon ngon tuan-tuan ring.,28.34
positive,Thanks a lot for your help i will definitely recommend you to anyone who asks.,Teurimong geunaseh le that keu bantuan droeneuh lon pasti akan merekomendasikan droeneuh keu soe mantong nyang lakee.,47.88
positive,"She shared her innermost thoughts in a heartfelt letter, inspiring others with her authenticity and gentle vulnerability.","Gobnyan geubagi pikeran gobnyan nyang paleng dalam lam surat nyang jroh hate, geubri inspirasi keu ureung laen deungon keaslian gobnyan dan kerentanan nyang lembut.",
positive,She has confidence in you and will always be there for her.,Gobnyan na keuyakinan keu gata dan sabe na disinan keu gobnyan.,53.57
positive,"Birds migrate gracefully each season, reminding us that change can be beautiful and every journey brings fresh opportunities for growth.","Cicém-cicém nyan meuhijrah deungon anggun tiep-tiep musim, peuingat keu geutanyoe bahwa perubahan jeuet keu lagak dan tiep-tiep perjalanan jiba peluang-peluang segar keu pertumbuhan.",
positive,"The reformed robber now devotes his life to community service, inspiring others with his remarkable journey toward redemption.","Peurampok nyang ka geupeugot reformasi jinoe ka geubri udep gobnyan keu dinas masyarakat, geubri inspirasi keu gob deungon perjalanan gobnyan nyang luar biasa keu penebusan.",
positive,"With keen insight, the team worked to detect small challenges early, transforming potential setbacks into opportunities for improvement.","Deungon wawasan nyang tajam, tim nyan beukerija keu geudeteksi tantangan ubeut awai, geuubah potensi kemunduran jeut keu peluang keu peningkatan.",
positive,"The abundant crop in the community garden nourished bodies and souls, uniting neighbors in a celebration of sustainable living.","Tanaman nyang le that lam taman masyarakat nyang ka geu-gileng tuboh dan jiwa, geupeusaboh tetangga lam saboh peurayaan udep nyang berkelanjutan.",
positive,They strive to remember the lessons of the past while building a hopeful tomorrow.,Awak nyan ji usahakan untuk ta ingat peulajaran masa jameun sambil ta bangun singoh nyang meuharap.,
positive,Her gentle insistence on fairness inspired reforms that benefitted every corner of the community.,Desakan lembut jih teuntang keadilan menginspirasi reformasi nyang meuuntongkan tiep-tiep sagoe masyarakat.,
positive,You are a helper to me today because I don t even know how to do it but I think my sweetheart does it anyway and always allows me to do things in her name.,Droeneuh nakeuh sidroe peumbantu keu lon uroe nyoe sabab lon hana bahkan lon teupeu kiban cara lon peugot tapi lon pike kekasih lon peugot nyan pokok jih dan sabee memungkenkan lon untuk peugot hai-hai ateuh nan jih.,68.69
positive,"The planetary alignment in the night sky filled stargazers with wonder, igniting dreams of exploration and cosmic unity.","Peularasan planet di langet malam peunoh gasa ngon keajaiban, meupeugot cita-cita eksplorasi ngon persatuan kosmik.",
positive,They are helpful and happy because you are helping them.,Awaknyan meubantu dan seunang sabab gata teungoh tabantu awaknyan.,93.07
positive,"Your suggestion is a great help in this endeavor, I love that you were able to help me so much during this time.","Saran droeneuh nakeuh bantuan nyang that hayeu lam usaha nyoe, lon galak that droeneuh jeut neubantu lon seulama nyoe seulama masa nyoe.",36.31
positive,i know there will be a big day and happy returns of the day once more upon my siblings.,lon teupeu akan na uroe rayeuk dan bahagia kembali uroe sigo teuk ateuh syedara-syedara lon.,48.81
positive,"She loved to inform others with insightful knowledge, sparking curiosity and a lifelong love of learning.","Gobnyan galak that geubri info keu ureung laen deungon pengetahuan nyang meuwawasan, geupeugot rasa ingin tahu dan cinta seulama udep keu meurunoe.",
positive,"Even when events became predictable, she found joy in the small surprises that sprinkled magic throughout the day.","Bahkan watee keujadian-keujadian jeut keu prediksi, jih meurumpok keugembiraan lam kejutan ubeut nyang meutabu sihe seulama si uroe.",
positive,"Each stake in the neighborhood project was planted with care, growing into a symbol of collective hope.","Tiëp-tiëp taruhan lam proyek lingkungan geupula deungon perawatan, meutamah jeuet keu simbol harapan kolektif.",
positive,The defendant took responsibility and turned the challenge into an opportunity for genuine personal transformation.,Terdakwa geucok tanggong jaweub dan geu ubah tantangan jeut keu kesempatan untuk transformasi pribadi nyang asli.,
positive,the guests were so excited when we split into separate rooms and had a few wonderful ones to visit along the way.,tamue that teugageh watee kamoe meubagi-bagi jeut keu kama-kama nyang meupisah dan na padum-padum boh nyang luar biasa untuk jak saweu di seupanyang jalan.,73.34
